PrimaryKey,id,description,value,valueUnitOfMeasure,sourceTimeStamp
BREADBLAST04_Temperature214.98Celsius,BREADBLAST04_Temperature,Temperature,214.98,Celsius,2023-04-30T02:42:30
BREADBLAST04_Temperature214.34Celsius,BREADBLAST04_Temperature,Temperature,214.34,Celsius,2023-04-30T02:44:50
BREADBLAST04_Temperature214.41Celsius,BREADBLAST04_Temperature,Temperature,214.41,Celsius,2023-04-30T02:45:00
BREADBLAST04_Temperature214.24Celsius,BREADBLAST04_Temperature,Temperature,214.24,Celsius,2023-04-30T02:47:00
BREADBLAST04_Temperature214.16Celsius,BREADBLAST04_Temperature,Temperature,214.16,Celsius,2023-04-30T02:47:30
BREADBLAST04_Temperature214.18Celsius,BREADBLAST04_Temperature,Temperature,214.18,Celsius,2023-04-30T02:48:20
BREADBLAST04_Temperature214.12Celsius,BREADBLAST04_Temperature,Temperature,214.12,Celsius,2023-04-30T02:49:00
BREADBLAST04_Temperature214.05Celsius,BREADBLAST04_Temperature,Temperature,214.05,Celsius,2023-04-30T02:49:10
BREADBLAST04_Temperature214.29Celsius,BREADBLAST04_Temperature,Temperature,214.29,Celsius,2023-04-30T02:54:10
BREADBLAST04_Temperature214.04Celsius,BREADBLAST04_Temperature,Temperature,214.04,Celsius,2023-04-30T02:58:20
BREADBLAST04_Temperature214.26Celsius,BREADBLAST04_Temperature,Temperature,214.26,Celsius,2023-04-30T02:59:30
BREADBLAST04_Temperature214.32Celsius,BREADBLAST04_Temperature,Temperature,214.32,Celsius,2023-04-30T03:01:10
BREADBLAST04_Temperature214.08Celsius,BREADBLAST04_Temperature,Temperature,214.08,Celsius,2023-04-30T03:03:10
BREADBLAST04_Temperature213.54Celsius,BREADBLAST04_Temperature,Temperature,213.54,Celsius,2023-04-30T03:07:30
BREADBLAST04_Temperature213.57Celsius,BREADBLAST04_Temperature,Temperature,213.57,Celsius,2023-04-30T03:09:10
BREADBLAST04_Temperature213.45Celsius,BREADBLAST04_Temperature,Temperature,213.45,Celsius,2023-04-30T03:11:40
BREADBLAST04_Temperature213.41Celsius,BREADBLAST04_Temperature,Temperature,213.41,Celsius,2023-04-30T03:22:00
BREADBLAST04_Temperature213.29Celsius,BREADBLAST04_Temperature,Temperature,213.29,Celsius,2023-04-30T03:36:40
BREADBLAST04_Temperature213.25Celsius,BREADBLAST04_Temperature,Temperature,213.25,Celsius,2023-04-30T03:39:30
BREADBLAST04_Temperature214.42Celsius,BREADBLAST04_Temperature,Temperature,214.42,Celsius,2023-04-30T04:20:40
BREADBLAST04_Temperature214.36Celsius,BREADBLAST04_Temperature,Temperature,214.36,Celsius,2023-04-30T04:27:50
BREADBLAST04_Temperature213.06Celsius,BREADBLAST04_Temperature,Temperature,213.06,Celsius,2023-04-30T05:16:50
BREADBLAST04_Temperature212.62Celsius,BREADBLAST04_Temperature,Temperature,212.62,Celsius,2023-04-30T05:22:30
BREADBLAST04_Temperature212.55Celsius,BREADBLAST04_Temperature,Temperature,212.55,Celsius,2023-04-30T05:22:50
BREADBLAST04_Temperature212.63Celsius,BREADBLAST04_Temperature,Temperature,212.63,Celsius,2023-04-30T05:23:10
BREADBLAST04_Temperature212.51Celsius,BREADBLAST04_Temperature,Temperature,212.51,Celsius,2023-04-30T05:23:50
BREADBLAST04_Temperature212.42Celsius,BREADBLAST04_Temperature,Temperature,212.42,Celsius,2023-04-30T05:24:00
BREADBLAST04_Temperature212.49Celsius,BREADBLAST04_Temperature,Temperature,212.49,Celsius,2023-04-30T05:24:10
BREADBLAST04_Temperature212.54Celsius,BREADBLAST04_Temperature,Temperature,212.54,Celsius,2023-04-30T05:24:20
BREADBLAST04_Temperature212.52Celsius,BREADBLAST04_Temperature,Temperature,212.52,Celsius,2023-04-30T05:24:40
BREADBLAST04_Temperature212.66Celsius,BREADBLAST04_Temperature,Temperature,212.66,Celsius,2023-04-30T05:27:20
BREADBLAST04_Temperature212.56Celsius,BREADBLAST04_Temperature,Temperature,212.56,Celsius,2023-04-30T05:32:10
BREADBLAST04_Temperature212.57Celsius,BREADBLAST04_Temperature,Temperature,212.57,Celsius,2023-04-30T05:33:50
BREADBLAST04_Temperature212.5Celsius,BREADBLAST04_Temperature,Temperature,212.5,Celsius,2023-04-30T05:34:20
BREADBLAST04_Temperature212.48Celsius,BREADBLAST04_Temperature,Temperature,212.48,Celsius,2023-04-30T05:34:30
BREADBLAST04_Temperature212.47Celsius,BREADBLAST04_Temperature,Temperature,212.47,Celsius,2023-04-30T05:34:50
BREADBLAST04_Temperature212.46Celsius,BREADBLAST04_Temperature,Temperature,212.46,Celsius,2023-04-30T05:35:00
BREADBLAST04_Temperature212.44Celsius,BREADBLAST04_Temperature,Temperature,212.44,Celsius,2023-04-30T05:35:30
BREADBLAST04_Temperature212.41Celsius,BREADBLAST04_Temperature,Temperature,212.41,Celsius,2023-04-30T05:35:50
BREADBLAST04_Temperature212.45Celsius,BREADBLAST04_Temperature,Temperature,212.45,Celsius,2023-04-30T05:36:20
BREADBLAST04_Temperature212.43Celsius,BREADBLAST04_Temperature,Temperature,212.43,Celsius,2023-04-30T05:38:40
BREADBLAST04_Temperature212.39Celsius,BREADBLAST04_Temperature,Temperature,212.39,Celsius,2023-04-30T05:38:50
BREADBLAST04_Temperature212.37Celsius,BREADBLAST04_Temperature,Temperature,212.37,Celsius,2023-04-30T05:39:40
BREADBLAST04_Temperature212.4Celsius,BREADBLAST04_Temperature,Temperature,212.4,Celsius,2023-04-30T05:40:20
BREADBLAST04_Temperature212.17Celsius,BREADBLAST04_Temperature,Temperature,212.17,Celsius,2023-04-30T05:41:50
BREADBLAST04_Temperature212.23Celsius,BREADBLAST04_Temperature,Temperature,212.23,Celsius,2023-04-30T05:42:00
BREADBLAST04_Temperature212.27Celsius,BREADBLAST04_Temperature,Temperature,212.27,Celsius,2023-04-30T05:42:10
BREADBLAST04_Temperature212.31Celsius,BREADBLAST04_Temperature,Temperature,212.31,Celsius,2023-04-30T05:42:30
BREADBLAST04_Temperature212.13Celsius,BREADBLAST04_Temperature,Temperature,212.13,Celsius,2023-04-30T05:42:50
BREADBLAST04_Temperature212.02Celsius,BREADBLAST04_Temperature,Temperature,212.02,Celsius,2023-04-30T05:43:10
BREADBLAST04_Temperature212.06Celsius,BREADBLAST04_Temperature,Temperature,212.06,Celsius,2023-04-30T05:43:20
BREADBLAST04_Temperature211.96Celsius,BREADBLAST04_Temperature,Temperature,211.96,Celsius,2023-04-30T05:43:30
BREADBLAST04_Temperature211.91Celsius,BREADBLAST04_Temperature,Temperature,211.91,Celsius,2023-04-30T05:43:40
BREADBLAST04_Temperature211.9Celsius,BREADBLAST04_Temperature,Temperature,211.9,Celsius,2023-04-30T05:44:00
BREADBLAST04_Temperature211.97Celsius,BREADBLAST04_Temperature,Temperature,211.97,Celsius,2023-04-30T05:44:30
BREADBLAST04_Temperature211.98Celsius,BREADBLAST04_Temperature,Temperature,211.98,Celsius,2023-04-30T05:44:50
BREADBLAST04_Temperature212.07Celsius,BREADBLAST04_Temperature,Temperature,212.07,Celsius,2023-04-30T05:45:00
BREADBLAST04_Temperature211.87Celsius,BREADBLAST04_Temperature,Temperature,211.87,Celsius,2023-04-30T05:45:40
BREADBLAST04_Temperature211.89Celsius,BREADBLAST04_Temperature,Temperature,211.89,Celsius,2023-04-30T05:45:50
BREADBLAST04_Temperature211.99Celsius,BREADBLAST04_Temperature,Temperature,211.99,Celsius,2023-04-30T05:46:30
BREADBLAST04_Temperature212.04Celsius,BREADBLAST04_Temperature,Temperature,212.04,Celsius,2023-04-30T05:46:40
BREADBLAST04_Temperature212.05Celsius,BREADBLAST04_Temperature,Temperature,212.05,Celsius,2023-04-30T05:46:50
BREADBLAST04_Temperature212.15Celsius,BREADBLAST04_Temperature,Temperature,212.15,Celsius,2023-04-30T05:47:00
BREADBLAST04_Temperature212.1Celsius,BREADBLAST04_Temperature,Temperature,212.1,Celsius,2023-04-30T05:47:20
BREADBLAST04_Temperature212.08Celsius,BREADBLAST04_Temperature,Temperature,212.08,Celsius,2023-04-30T05:47:30
BREADBLAST04_Temperature212.12Celsius,BREADBLAST04_Temperature,Temperature,212.12,Celsius,2023-04-30T05:47:50
BREADBLAST04_Temperature212.11Celsius,BREADBLAST04_Temperature,Temperature,212.11,Celsius,2023-04-30T05:48:00
BREADBLAST04_Temperature211.8Celsius,BREADBLAST04_Temperature,Temperature,211.8,Celsius,2023-04-30T05:48:40
BREADBLAST04_Temperature211.82Celsius,BREADBLAST04_Temperature,Temperature,211.82,Celsius,2023-04-30T05:48:50
BREADBLAST04_Temperature211.78Celsius,BREADBLAST04_Temperature,Temperature,211.78,Celsius,2023-04-30T05:49:00
BREADBLAST04_Temperature211.79Celsius,BREADBLAST04_Temperature,Temperature,211.79,Celsius,2023-04-30T05:49:10
BREADBLAST04_Temperature211.81Celsius,BREADBLAST04_Temperature,Temperature,211.81,Celsius,2023-04-30T05:49:20
BREADBLAST04_Temperature211.73Celsius,BREADBLAST04_Temperature,Temperature,211.73,Celsius,2023-04-30T05:49:30
BREADBLAST04_Temperature211.64Celsius,BREADBLAST04_Temperature,Temperature,211.64,Celsius,2023-04-30T05:49:40
BREADBLAST04_Temperature211.57Celsius,BREADBLAST04_Temperature,Temperature,211.57,Celsius,2023-04-30T05:49:50
BREADBLAST04_Temperature211.63Celsius,BREADBLAST04_Temperature,Temperature,211.63,Celsius,2023-04-30T05:50:00
BREADBLAST04_Temperature211.72Celsius,BREADBLAST04_Temperature,Temperature,211.72,Celsius,2023-04-30T05:50:10
BREADBLAST04_Temperature211.86Celsius,BREADBLAST04_Temperature,Temperature,211.86,Celsius,2023-04-30T05:50:40
BREADBLAST04_Temperature211.83Celsius,BREADBLAST04_Temperature,Temperature,211.83,Celsius,2023-04-30T05:51:10
BREADBLAST04_Temperature212Celsius,BREADBLAST04_Temperature,Temperature,212,Celsius,2023-04-30T05:52:50
BREADBLAST04_Temperature211.95Celsius,BREADBLAST04_Temperature,Temperature,211.95,Celsius,2023-04-30T05:53:00
BREADBLAST04_Temperature212.28Celsius,BREADBLAST04_Temperature,Temperature,212.28,Celsius,2023-04-30T05:56:20
BREADBLAST04_Temperature212.26Celsius,BREADBLAST04_Temperature,Temperature,212.26,Celsius,2023-04-30T05:56:30
BREADBLAST04_Temperature212.19Celsius,BREADBLAST04_Temperature,Temperature,212.19,Celsius,2023-04-30T05:56:40
BREADBLAST04_Temperature212.18Celsius,BREADBLAST04_Temperature,Temperature,212.18,Celsius,2023-04-30T05:57:00
BREADBLAST04_Temperature212.2Celsius,BREADBLAST04_Temperature,Temperature,212.2,Celsius,2023-04-30T05:57:40
BREADBLAST04_Temperature212.22Celsius,BREADBLAST04_Temperature,Temperature,212.22,Celsius,2023-04-30T05:57:50
BREADBLAST04_Temperature212.01Celsius,BREADBLAST04_Temperature,Temperature,212.01,Celsius,2023-04-30T05:59:00
BREADBLAST04_Temperature212.09Celsius,BREADBLAST04_Temperature,Temperature,212.09,Celsius,2023-04-30T06:01:50
BREADBLAST04_Temperature211.92Celsius,BREADBLAST04_Temperature,Temperature,211.92,Celsius,2023-04-30T06:02:10
BREADBLAST04_Temperature212.16Celsius,BREADBLAST04_Temperature,Temperature,212.16,Celsius,2023-04-30T06:03:50
BREADBLAST04_Temperature212.25Celsius,BREADBLAST04_Temperature,Temperature,212.25,Celsius,2023-04-30T06:05:00
BREADBLAST04_Temperature212.24Celsius,BREADBLAST04_Temperature,Temperature,212.24,Celsius,2023-04-30T06:05:40
BREADBLAST04_Temperature212.33Celsius,BREADBLAST04_Temperature,Temperature,212.33,Celsius,2023-04-30T06:06:00
BREADBLAST04_Temperature212.38Celsius,BREADBLAST04_Temperature,Temperature,212.38,Celsius,2023-04-30T06:06:10
BREADBLAST04_Temperature212.3Celsius,BREADBLAST04_Temperature,Temperature,212.3,Celsius,2023-04-30T06:06:20
BREADBLAST04_Temperature212.32Celsius,BREADBLAST04_Temperature,Temperature,212.32,Celsius,2023-04-30T06:06:40
BREADBLAST04_Temperature212.53Celsius,BREADBLAST04_Temperature,Temperature,212.53,Celsius,2023-04-30T06:08:00
BREADBLAST04_Temperature212.21Celsius,BREADBLAST04_Temperature,Temperature,212.21,Celsius,2023-04-30T06:09:00
BREADBLAST04_Temperature212.14Celsius,BREADBLAST04_Temperature,Temperature,212.14,Celsius,2023-04-30T06:09:10
BREADBLAST04_Temperature212.03Celsius,BREADBLAST04_Temperature,Temperature,212.03,Celsius,2023-04-30T06:18:50
BREADBLAST04_Temperature212.34Celsius,BREADBLAST04_Temperature,Temperature,212.34,Celsius,2023-04-30T06:23:00
BREADBLAST04_Temperature212.35Celsius,BREADBLAST04_Temperature,Temperature,212.35,Celsius,2023-04-30T06:25:50
BREADBLAST04_Temperature212.36Celsius,BREADBLAST04_Temperature,Temperature,212.36,Celsius,2023-04-30T06:26:10
BREADBLAST04_Temperature212.29Celsius,BREADBLAST04_Temperature,Temperature,212.29,Celsius,2023-04-30T06:27:50
BREADBLAST04_Temperature211.94Celsius,BREADBLAST04_Temperature,Temperature,211.94,Celsius,2023-04-30T06:40:50
BREADBLAST04_Temperature211.88Celsius,BREADBLAST04_Temperature,Temperature,211.88,Celsius,2023-04-30T06:41:00
BREADBLAST04_Temperature211.77Celsius,BREADBLAST04_Temperature,Temperature,211.77,Celsius,2023-04-30T06:41:40
BREADBLAST04_Temperature211.76Celsius,BREADBLAST04_Temperature,Temperature,211.76,Celsius,2023-04-30T06:42:00
BREADBLAST04_Temperature211.71Celsius,BREADBLAST04_Temperature,Temperature,211.71,Celsius,2023-04-30T06:45:20
BREADBLAST04_Temperature211.65Celsius,BREADBLAST04_Temperature,Temperature,211.65,Celsius,2023-04-30T06:45:30
BREADBLAST04_Temperature211.66Celsius,BREADBLAST04_Temperature,Temperature,211.66,Celsius,2023-04-30T06:45:50
BREADBLAST04_Temperature211.68Celsius,BREADBLAST04_Temperature,Temperature,211.68,Celsius,2023-04-30T06:47:00
BREADBLAST04_Temperature211.7Celsius,BREADBLAST04_Temperature,Temperature,211.7,Celsius,2023-04-30T06:47:30
BREADBLAST04_Temperature211.6Celsius,BREADBLAST04_Temperature,Temperature,211.6,Celsius,2023-04-30T06:48:20
BREADBLAST04_Temperature211.69Celsius,BREADBLAST04_Temperature,Temperature,211.69,Celsius,2023-04-30T06:48:30
BREADBLAST04_Temperature211.67Celsius,BREADBLAST04_Temperature,Temperature,211.67,Celsius,2023-04-30T06:48:50
BREADBLAST04_Temperature211.75Celsius,BREADBLAST04_Temperature,Temperature,211.75,Celsius,2023-04-30T06:49:40
BREADBLAST04_Temperature211.85Celsius,BREADBLAST04_Temperature,Temperature,211.85,Celsius,2023-04-30T06:50:10
BREADBLAST04_Temperature211.74Celsius,BREADBLAST04_Temperature,Temperature,211.74,Celsius,2023-04-30T06:50:40
BREADBLAST04_Temperature211.62Celsius,BREADBLAST04_Temperature,Temperature,211.62,Celsius,2023-04-30T06:51:00
BREADBLAST04_Temperature211.56Celsius,BREADBLAST04_Temperature,Temperature,211.56,Celsius,2023-04-30T06:54:20
BREADBLAST04_Temperature211.84Celsius,BREADBLAST04_Temperature,Temperature,211.84,Celsius,2023-04-30T06:55:50
BREADBLAST04_Temperature211.59Celsius,BREADBLAST04_Temperature,Temperature,211.59,Celsius,2023-04-30T06:57:00
BREADBLAST04_Temperature211.61Celsius,BREADBLAST04_Temperature,Temperature,211.61,Celsius,2023-04-30T06:57:10
BREADBLAST04_Temperature211.55Celsius,BREADBLAST04_Temperature,Temperature,211.55,Celsius,2023-04-30T06:57:20
BREADBLAST04_Temperature211.58Celsius,BREADBLAST04_Temperature,Temperature,211.58,Celsius,2023-04-30T07:03:10
BREADBLAST04_Temperature211.53Celsius,BREADBLAST04_Temperature,Temperature,211.53,Celsius,2023-04-30T07:03:30
BREADBLAST04_Temperature211.54Celsius,BREADBLAST04_Temperature,Temperature,211.54,Celsius,2023-04-30T07:03:40
BREADBLAST04_Temperature211.39Celsius,BREADBLAST04_Temperature,Temperature,211.39,Celsius,2023-04-30T07:04:00
BREADBLAST04_Temperature211.43Celsius,BREADBLAST04_Temperature,Temperature,211.43,Celsius,2023-04-30T07:04:10
BREADBLAST04_Temperature211.45Celsius,BREADBLAST04_Temperature,Temperature,211.45,Celsius,2023-04-30T07:04:20
BREADBLAST04_Temperature211.5Celsius,BREADBLAST04_Temperature,Temperature,211.5,Celsius,2023-04-30T07:04:30
BREADBLAST04_Temperature211.47Celsius,BREADBLAST04_Temperature,Temperature,211.47,Celsius,2023-04-30T07:06:40
BREADBLAST04_Temperature211.37Celsius,BREADBLAST04_Temperature,Temperature,211.37,Celsius,2023-04-30T07:07:40
BREADBLAST04_Temperature211.28Celsius,BREADBLAST04_Temperature,Temperature,211.28,Celsius,2023-04-30T07:07:50
BREADBLAST04_Temperature211.19Celsius,BREADBLAST04_Temperature,Temperature,211.19,Celsius,2023-04-30T07:08:00
BREADBLAST04_Temperature211.17Celsius,BREADBLAST04_Temperature,Temperature,211.17,Celsius,2023-04-30T07:08:10
BREADBLAST04_Temperature211.1Celsius,BREADBLAST04_Temperature,Temperature,211.1,Celsius,2023-04-30T07:08:20
BREADBLAST04_Temperature211.03Celsius,BREADBLAST04_Temperature,Temperature,211.03,Celsius,2023-04-30T07:08:40
BREADBLAST04_Temperature211.13Celsius,BREADBLAST04_Temperature,Temperature,211.13,Celsius,2023-04-30T07:08:50
BREADBLAST04_Temperature211.06Celsius,BREADBLAST04_Temperature,Temperature,211.06,Celsius,2023-04-30T07:09:00
BREADBLAST04_Temperature210.99Celsius,BREADBLAST04_Temperature,Temperature,210.99,Celsius,2023-04-30T07:09:10
BREADBLAST04_Temperature211Celsius,BREADBLAST04_Temperature,Temperature,211,Celsius,2023-04-30T07:09:20
BREADBLAST04_Temperature210.95Celsius,BREADBLAST04_Temperature,Temperature,210.95,Celsius,2023-04-30T07:09:30
BREADBLAST04_Temperature210.86Celsius,BREADBLAST04_Temperature,Temperature,210.86,Celsius,2023-04-30T07:09:40
BREADBLAST04_Temperature210.89Celsius,BREADBLAST04_Temperature,Temperature,210.89,Celsius,2023-04-30T07:10:10
BREADBLAST04_Temperature210.92Celsius,BREADBLAST04_Temperature,Temperature,210.92,Celsius,2023-04-30T07:10:20
BREADBLAST04_Temperature210.98Celsius,BREADBLAST04_Temperature,Temperature,210.98,Celsius,2023-04-30T07:10:30
BREADBLAST04_Temperature210.9Celsius,BREADBLAST04_Temperature,Temperature,210.9,Celsius,2023-04-30T07:10:50
BREADBLAST04_Temperature210.84Celsius,BREADBLAST04_Temperature,Temperature,210.84,Celsius,2023-04-30T07:11:00
BREADBLAST04_Temperature210.66Celsius,BREADBLAST04_Temperature,Temperature,210.66,Celsius,2023-04-30T07:11:20
BREADBLAST04_Temperature210.61Celsius,BREADBLAST04_Temperature,Temperature,210.61,Celsius,2023-04-30T07:11:40
BREADBLAST04_Temperature210.59Celsius,BREADBLAST04_Temperature,Temperature,210.59,Celsius,2023-04-30T07:11:50
BREADBLAST04_Temperature210.68Celsius,BREADBLAST04_Temperature,Temperature,210.68,Celsius,2023-04-30T07:12:00
BREADBLAST04_Temperature210.77Celsius,BREADBLAST04_Temperature,Temperature,210.77,Celsius,2023-04-30T07:12:10
BREADBLAST04_Temperature210.81Celsius,BREADBLAST04_Temperature,Temperature,210.81,Celsius,2023-04-30T07:12:20
BREADBLAST04_Temperature210.73Celsius,BREADBLAST04_Temperature,Temperature,210.73,Celsius,2023-04-30T07:12:30
BREADBLAST04_Temperature210.93Celsius,BREADBLAST04_Temperature,Temperature,210.93,Celsius,2023-04-30T07:13:30
BREADBLAST04_Temperature210.85Celsius,BREADBLAST04_Temperature,Temperature,210.85,Celsius,2023-04-30T07:14:10
BREADBLAST04_Temperature211.01Celsius,BREADBLAST04_Temperature,Temperature,211.01,Celsius,2023-04-30T07:15:20
BREADBLAST04_Temperature210.94Celsius,BREADBLAST04_Temperature,Temperature,210.94,Celsius,2023-04-30T07:15:30
BREADBLAST04_Temperature210.97Celsius,BREADBLAST04_Temperature,Temperature,210.97,Celsius,2023-04-30T07:16:50
BREADBLAST04_Temperature211.04Celsius,BREADBLAST04_Temperature,Temperature,211.04,Celsius,2023-04-30T07:17:00
BREADBLAST04_Temperature211.05Celsius,BREADBLAST04_Temperature,Temperature,211.05,Celsius,2023-04-30T07:17:20
BREADBLAST04_Temperature211.16Celsius,BREADBLAST04_Temperature,Temperature,211.16,Celsius,2023-04-30T07:17:40
BREADBLAST04_Temperature211.23Celsius,BREADBLAST04_Temperature,Temperature,211.23,Celsius,2023-04-30T07:18:00
BREADBLAST04_Temperature211.27Celsius,BREADBLAST04_Temperature,Temperature,211.27,Celsius,2023-04-30T07:18:10
BREADBLAST04_Temperature211.09Celsius,BREADBLAST04_Temperature,Temperature,211.09,Celsius,2023-04-30T07:18:30
BREADBLAST04_Temperature211.12Celsius,BREADBLAST04_Temperature,Temperature,211.12,Celsius,2023-04-30T07:19:20
BREADBLAST04_Temperature210.87Celsius,BREADBLAST04_Temperature,Temperature,210.87,Celsius,2023-04-30T07:20:50
BREADBLAST04_Temperature210.96Celsius,BREADBLAST04_Temperature,Temperature,210.96,Celsius,2023-04-30T07:22:30
BREADBLAST04_Temperature210.8Celsius,BREADBLAST04_Temperature,Temperature,210.8,Celsius,2023-04-30T07:23:00
BREADBLAST04_Temperature210.88Celsius,BREADBLAST04_Temperature,Temperature,210.88,Celsius,2023-04-30T07:23:10
BREADBLAST04_Temperature210.78Celsius,BREADBLAST04_Temperature,Temperature,210.78,Celsius,2023-04-30T07:23:40
BREADBLAST04_Temperature210.76Celsius,BREADBLAST04_Temperature,Temperature,210.76,Celsius,2023-04-30T07:23:50
BREADBLAST04_Temperature211.51Celsius,BREADBLAST04_Temperature,Temperature,211.51,Celsius,2023-04-30T07:26:40
BREADBLAST04_Temperature211.49Celsius,BREADBLAST04_Temperature,Temperature,211.49,Celsius,2023-04-30T07:26:50
BREADBLAST04_Temperature211.46Celsius,BREADBLAST04_Temperature,Temperature,211.46,Celsius,2023-04-30T07:27:40
BREADBLAST04_Temperature211.42Celsius,BREADBLAST04_Temperature,Temperature,211.42,Celsius,2023-04-30T07:28:00
BREADBLAST04_Temperature211.33Celsius,BREADBLAST04_Temperature,Temperature,211.33,Celsius,2023-04-30T07:28:10
BREADBLAST04_Temperature211.34Celsius,BREADBLAST04_Temperature,Temperature,211.34,Celsius,2023-04-30T07:28:20
BREADBLAST04_Temperature211.24Celsius,BREADBLAST04_Temperature,Temperature,211.24,Celsius,2023-04-30T07:28:30
BREADBLAST04_Temperature211.29Celsius,BREADBLAST04_Temperature,Temperature,211.29,Celsius,2023-04-30T07:28:40
BREADBLAST04_Temperature211.3Celsius,BREADBLAST04_Temperature,Temperature,211.3,Celsius,2023-04-30T07:29:20
BREADBLAST04_Temperature211.15Celsius,BREADBLAST04_Temperature,Temperature,211.15,Celsius,2023-04-30T07:29:50
BREADBLAST04_Temperature211.02Celsius,BREADBLAST04_Temperature,Temperature,211.02,Celsius,2023-04-30T07:30:10
BREADBLAST04_Temperature210.91Celsius,BREADBLAST04_Temperature,Temperature,210.91,Celsius,2023-04-30T07:30:30
BREADBLAST04_Temperature211.08Celsius,BREADBLAST04_Temperature,Temperature,211.08,Celsius,2023-04-30T07:32:20
