PrimaryKey,id,status,quantity,quantityUnitOfMeasure
HYDK3270512,HYDK3270512,Approved,736,g
HYDK3270513,HYDK3270513,Approved,747,g
HYDK3270514,HYDK3270514,Approved,384,g
HYDL3240607,HYDL3240607,Approved,620,g
HYDM3240607,HYDM3240607,Approved,1015,g
HYDM3240608,HYDM3240608,Approved,1015,g
HYDK3240621,HYDK3240621,Approved,753,g
HYDK3240622,HYDK3240622,Approved,761,g
HYDK3240623,HYDK3240623,Approved,274,g
HYDK3240624,HYDK3240624,Approved,274,g
HYDL3240608,HYDL3240608,Approved,538,g
HYDL3240609,HYDL3240609,Approved,549,g
HYDK3240625,HYDK3240625,Approved,771,g
HYDK3240626,HYDK3240626,Approved,757,g
HYDK3240627,HYDK3240627,Approved,257,g
HYDK3240628,HYDK3240628,Approved,273,g
HYDL3240610,HYDL3240610,Approved,415,g
HYDL3240611,HYDL3240611,Approved,516,g
HYDL3240612,HYDL3240612,Approved,388,g
HYDM3240609,HYDM3240609,Approved,987,g
HYDM3240610,HYDM3240610,Approved,979,g
HYDL3240614,HYDL3240614,Approved,563,g
HYDL3240615,HYDL3240615,Approved,563,g
HYDL3240616,HYDL3240616,Approved,429,g
HYDL3240617,HYDL3240617,Approved,428,g
HYDL3250601,HYDL3250601,Approved,533,g
HYDL3250602,HYDL3250602,Approved,406,g
HYDL3250603,HYDL3250603,Approved,403,g
HYDM3240611,HYDM3240611,Approved,645,g
HYDM3240612,HYDM3240612,Approved,690,g
HYDK3250600,HYDK3250600,Approved,758,g
HYDK3250601,HYDK3250601,Approved,749,g
HYDK3250602,HYDK3250602,Approved,271,g
HYDK3250603,HYDK3250603,Approved,270,g
HYDL3220508,HYDL3220508,Approved,560,g
HYDL3220509,HYDL3220509,Approved,570,g
HYDL3220510,HYDL3220510,Approved,470,g
HYDL3220511,HYDL3220511,Approved,480,g
HYDK3220508,HYDK3220508,Approved,567,g
HYDK3220509,HYDK3220509,Approved,560,g
HYDK3220510,HYDK3220510,Approved,489,g
HYDK3010603,HYDK3010603,Approved,409,g
HYDL3010600,HYDL3010600,Approved,725,g
HYDL3010601,HYDL3010601,Approved,702,g
HYDL3010602,HYDL3010602,Approved,380,g
HYDL3010603,HYDL3010603,Approved,373,g
HYDQ3010600,HYDQ3010600,Approved,705,g
HYDQ3010601,HYDQ3010601,Approved,700,g
HYDQ3010602,HYDQ3010602,Approved,369,g
HYDQ3010603,HYDQ3010603,Approved,365,g
HYDM3010600,HYDM3010600,Approved,970,g
HYDM3010601,HYDM3010601,Approved,960,g
HYDL3010604,HYDL3010604,Approved,763,g
HYDL3010605,HYDL3010605,Approved,795,g
HYDL3010606,HYDL3010606,Approved,328,g
HYDL3010607,HYDL3010607,Approved,326,g
HYDM3010602,HYDM3010602,Approved,970,g
HYDK3010604,HYDK3010604,Approved,527,g
HYDK3010605,HYDK3010605,Approved,526,g
HYDK3010606,HYDK3010606,Approved,327,g
HYDK3010607,HYDK3010607,Approved,526,g
HYDM3010603,HYDM3010603,Approved,970,g
HYDQ3010605,HYDQ3010605,Approved,685,g
HYDK3010612,HYDK3010612,Approved,507,g
HYDK3010613,HYDK3010613,Approved,516,g
HYDK3010614,HYDK3010614,Approved,317,g
HYDK3010608,HYDK3010608,Approved,635,g
HYDK3010609,HYDK3010609,Approved,643,g
HYDK3010610,HYDK3010610,Approved,393,g
HYDK3010611,HYDK3010611,Approved,389,g
HYDM3010604,HYDM3010604,Approved,900,g
HYDM3010605,HYDM3010605,Approved,960,g
HYDL3190505,HYDL3190505,Approved,1020,g
HYDL3190506,HYDL3190506,Approved,1025,g
HYDK3190504,HYDK3190504,Approved,548,g
HYDK3190505,HYDK3190505,Approved,552,g
HYDK3190506,HYDK3190506,Approved,478,g
HYDK3190507,HYDK3190507,Approved,469,g
HYDQ3190505,HYDQ3190505,Approved,543,g
HYDQ3190507,HYDQ3190507,Approved,464,g
HYDK3190509,HYDK3190509,Approved,560,g
HYDK3190510,HYDK3190510,Approved,562,g
HYDK3190511,HYDK3190511,Approved,480,g
HYDK3190512,HYDK3190512,Approved,491,g
HYDL3190507,HYDL3190507,Approved,1000,g
HYDL3190508,HYDL3190508,Approved,1005,g
HYDK3190519,HYDK3190519,Approved,423,g
HYDQ3190509,HYDQ3190509,Approved,651,g
HYDQ3190510,HYDQ3190510,Approved,640,g
HYDQ3190511,HYDQ3190511,Approved,398,g
HYDQ3190512,HYDQ3190512,Approved,391,g
HYDK3190513,HYDK3190513,Approved,553,g
HYDK3190514,HYDK3190514,Approved,558,g
HYDK3190515,HYDK3190515,Approved,482,g
HYDK3190516,HYDK3190516,Approved,477,g
HYDK3230607,HYDK3230607,Approved,347,g
HYDK3230608,HYDK3230608,Approved,348,g
HYDM3230604,HYDM3230604,Approved,930,g
HYDM3230605,HYDM3230605,Approved,930,g
HYDL3230604,HYDL3230604,Approved,835,g
HYDL3230605,HYDL3230605,Approved,830,g
HYDK3230605,HYDK3230605,Approved,563,g
HYDK3230606,HYDK3230606,Approved,570,g
HYDK3230609,HYDK3230609,Approved,666,g
HYDK3230610,HYDK3230610,Approved,651,g
HYDK3230611,HYDK3230611,Approved,411,g
HYDM3230606,HYDM3230606,Approved,900,g
HYDM3230607,HYDM3230607,Approved,900,g
HYDK3230612,HYDK3230612,Approved,396,g
HYDL3230606,HYDL3230606,Approved,746,g
HYDL3230607,HYDL3230607,Approved,764,g
HYDK3230613,HYDK3230613,Approved,634,g
HYDK3230614,HYDK3230614,Approved,644,g
HYDK3230615,HYDK3230615,Approved,389,g
HYDK3230616,HYDK3230616,Approved,395,g
HYDM3230608,HYDM3230608,Approved,910,g
HYDM3230609,HYDM3230609,Approved,910,g
HYDK3080704,HYDK3080704,Approved,723,g
HYDK3080705,HYDK3080705,Approved,707,g
HYDK3080706,HYDK3080706,Approved,343,g
HYDK3080707,HYDK3080707,Approved,328,g
HYDM3080703,HYDM3080703,Approved,900,g
HYDM3080704,HYDM3080704,Approved,900,g
HYDK3080709,HYDK3080709,Approved,707,g
HYDK3080710,HYDK3080710,Approved,726,g
HYDK3080711,HYDK3080711,Approved,336,g
HYDK3080712,HYDK3080712,Approved,339,g
HYDK3080713,HYDK3080713,Approved,703,g
HYDK3080714,HYDK3080714,Approved,691,g
HYDK3080715,HYDK3080715,Approved,334,g
HYDK3080716,HYDK3080716,Approved,322,g
HYDK3080717,HYDK3080717,Approved,708,g
HYDK3080718,HYDK3080718,Approved,721,g
HYDK3080719,HYDK3080719,Approved,335,g
HYDK3080720,HYDK3080720,Approved,327,g
HYDL3080705,HYDL3080705,Approved,840,g
HYDL3080706,HYDL3080706,Approved,841,g
HYDL3080707,HYDL3080707,Approved,904,g
HYDL3080708,HYDL3080708,Approved,912,g
HYDL3080711,HYDL3080711,Approved,858,g
HYDL3080712,HYDL3080712,Approved,861,g
HYDM3310507,HYDM3310507,Approved,975,g
HYDQ3310515,HYDQ3310515,Approved,393,g
HYDQ3310512,HYDQ3310512,Approved,620,g
HYDQ3310513,HYDQ3310513,Approved,631,g
HYDQ3310514,HYDQ3310514,Approved,381,g
HYDK3310515,HYDK3310515,Approved,630,g
HYDK3310516,HYDK3310516,Approved,648,g
HYDK3310517,HYDK3310517,Approved,391,g
HYDK3310518,HYDK3310518,Approved,391,g
HYDK3310519,HYDK3310519,Approved,654,g
HYDK3310520,HYDK3310520,Approved,634,g
HYDK3310521,HYDK3310521,Approved,402,g
HYDK3310522,HYDK3310522,Approved,385,g
HYDM3310508,HYDM3310508,Approved,960,g
HYDM3310509,HYDM3310509,Approved,960,g
HYDL3310520,HYDL3310520,Approved,745,g
HYDL3310521,HYDL3310521,Approved,723,g
HYDL3310522,HYDL3310522,Approved,391,g
HYDL3310523,HYDL3310523,Approved,384,g
HYDQ3310516,HYDQ3310516,Approved,590,g
HYDQ3310517,HYDQ3310517,Approved,586,g
HYDQ3310518,HYDQ3310518,Approved,309,g
HYDQ3310519,HYDQ3310519,Approved,304,g
HYDK3010600,HYDK3010600,Approved,656,g
HYDK3010601,HYDK3010601,Approved,675,g
HYDK3010602,HYDK3010602,Approved,408,g
HYDM3130608,HYDM3130608,Approved,282,g
HYDM3130609,HYDM3130609,Approved,289,g
HYDQ3130604,HYDQ3130604,Approved,790,g
HYDL3130605,HYDL3130605,Approved,1017,g
HYDM3130604,HYDM3130604,Approved,491,g
HYDM3130605,HYDM3130605,Approved,489,g
HYDM3130606,HYDM3130606,Approved,435,g
HYDM3130607,HYDM3130607,Approved,431,g
HYDM3130610,HYDM3130610,Approved,282,g
HYDQ3130608,HYDQ3130608,Approved,790,g
HYDQ3130609,HYDQ3130609,Approved,780,g
HYDQ3130610,HYDQ3130610,Approved,410,g
HYDQ3130611,HYDQ3130611,Approved,410,g
HYDL3130609,HYDL3130609,Approved,1005,g
HYDL3130610,HYDL3130610,Approved,1004,g
HYDM3130612,HYDM3130612,Approved,445,g
HYDM3130611,HYDM3130611,Approved,289,g
HYDL3130611,HYDL3130611,Approved,1045,g
HYDL3130612,HYDL3130612,Approved,1000,g
HYDK3130600,HYDK3130600,Approved,560,g
HYDK3130601,HYDK3130601,Approved,496,g
HYDQ3140602,HYDQ3140602,Approved,480,g
HYDQ3140603,HYDQ3140603,Approved,472,g
HYDQ3140604,HYDQ3140604,Approved,139,g
HYDQ3140605,HYDQ3140605,Approved,103,g
HYDL3140604,HYDL3140604,Approved,544,g
HYDL3280703,HYDL3280703,Approved,540,g
HYDL3280704,HYDL3280704,Approved,535,g
HYDK3280706,HYDK3280706,Approved,1419,g
HYDL3280713,HYDL3280713,Approved,770,g
HYDL3280714,HYDL3280714,Approved,760,g
HYDM3280709,HYDM3280709,Approved,370,g
HYDK3280704,HYDK3280704,Approved,1375,g
HYDK3280705,HYDK3280705,Approved,1390,g
HYDM3280707,HYDM3280707,Approved,581,g
HYDM3280708,HYDM3280708,Approved,586,g
HYDM3280710,HYDM3280710,Approved,362,g
HYDL3280709,HYDL3280709,Approved,755,g
HYDM3280711,HYDM3280711,Approved,395,g
HYDM3280712,HYDM3280712,Approved,420,g
HYDM3280713,HYDM3280713,Approved,270,g
HYDM3280714,HYDM3280714,Approved,274,g
HYDL3280710,HYDL3280710,Approved,760,g
HYDL3280711,HYDL3280711,Approved,556,g
HYDL3280712,HYDL3280712,Approved,550,g
HYDL3220502,HYDL3220502,Approved,419,g
HYDL3220503,HYDL3220503,Approved,824,g
HYDQ3220500,HYDQ3220500,Approved,810,g
HYDQ3220501,HYDQ3220501,Approved,848,g
HYDK3220500,HYDK3220500,Approved,600,g
HYDK3220501,HYDK3220501,Approved,600,g
HYDK3220502,HYDK3220502,Approved,600,g
HYDK3220503,HYDK3220503,Approved,600,g
HYDK3220506,HYDK3220506,Approved,479,g
HYDL3220504,HYDL3220504,Approved,550,g
HYDL3220505,HYDL3220505,Approved,543,g
HYDL3220506,HYDL3220506,Approved,466,g
HYDL3220507,HYDL3220507,Approved,460,g
HYDL3220512,HYDL3220512,Approved,925,g
HYDL3220513,HYDL3220513,Approved,925,g
HYDQ3220506,HYDQ3220506,Approved,467,g
HYDL3220516,HYDL3220516,Approved,930,g
HYDL3220517,HYDL3220517,Approved,960,g
HYDK3220516,HYDK3220516,Approved,561,g
HYDK3220517,HYDK3220517,Approved,567,g
HYDK3220518,HYDK3220518,Approved,474,g
HYDK3220519,HYDK3220519,Approved,484,g
HYDL3220518,HYDL3220518,Approved,890,g
HYDL3220514,HYDL3220514,Approved,1000,g
HYDL3220515,HYDL3220515,Approved,1000,g
HYDK3070609,HYDK3070609,Approved,722,g
HYDK3070610,HYDK3070610,Approved,713,g
HYDK3070611,HYDK3070611,Approved,312,g
HYDK3070612,HYDK3070612,Approved,313,g
HYDM3070608,HYDM3070608,Approved,945,g
HYDM3070609,HYDM3070609,Approved,945,g
HYDM3080600,HYDM3080600,Approved,1025,g
HYDM3080601,HYDM3080601,Approved,1025,g
HYDQ3080600,HYDQ3080600,Approved,742,g
HYDQ3080601,HYDQ3080601,Approved,749,g
HYDK3080601,HYDK3080601,Approved,591,g
HYDK3080602,HYDK3080602,Approved,249,g
HYDK3080603,HYDK3080603,Approved,259,g
HYDM3080602,HYDM3080602,Approved,990,g
HYDM3080603,HYDM3080603,Approved,990,g
HYDK3080604,HYDK3080604,Approved,740,g
HYDK3080605,HYDK3080605,Approved,756,g
HYDK3080606,HYDK3080606,Approved,320,g
HYDK3080607,HYDK3080607,Approved,333,g
HYDQ3080604,HYDQ3080604,Approved,750,g
HYDQ3080605,HYDQ3080605,Approved,751,g
HYDQ3080606,HYDQ3080606,Approved,328,g
HYDQ3080607,HYDQ3080607,Approved,325,g
HYDL3080602,HYDL3080602,Approved,856,g
HYDL3080603,HYDL3080603,Approved,842,g
HYDK3080608,HYDK3080608,Approved,720,g
HYDK3080609,HYDK3080609,Approved,760,g
HYDK3080610,HYDK3080610,Approved,315,g
HYDK3080611,HYDK3080611,Approved,315,g
HYDM3080605,HYDM3080605,Approved,1014,g
HYDM3080606,HYDM3080606,Approved,1011,g
HYDQ3230513,HYDQ3230513,Approved,562,g
HYDQ3230514,HYDQ3230514,Approved,560,g
HYDQ3230515,HYDQ3230515,Approved,390,g
HYDQ3230516,HYDQ3230516,Approved,393,g
HYDK3230516,HYDK3230516,Approved,774,g
HYDK3230517,HYDK3230517,Approved,780,g
HYDK3230518,HYDK3230518,Approved,373,g
HYDK3230519,HYDK3230519,Approved,367,g
HYDQ3230517,HYDQ3230517,Approved,448,g
HYDQ3230518,HYDQ3230518,Approved,465,g
HYDL3230509,HYDL3230509,Approved,875,g
HYDL3230510,HYDL3230510,Approved,875,g
HYDQ3230519,HYDQ3230519,Approved,305,g
HYDQ3230520,HYDQ3230520,Approved,323,g
HYDK3230520,HYDK3230520,Approved,659,g
HYDK3230521,HYDK3230521,Approved,655,g
HYDK3230522,HYDK3230522,Approved,269,g
HYDK3230523,HYDK3230523,Approved,290,g
HYDL3230511,HYDL3230511,Approved,850,g
HYDL3230512,HYDL3230512,Approved,850,g
HYDK3240500,HYDK3240500,Approved,671,g
HYDK3240501,HYDK3240501,Approved,680,g
HYDQ3240500,HYDQ3240500,Approved,536,g
HYDQ3240501,HYDQ3240501,Approved,528,g
HYDQ3240502,HYDQ3240502,Approved,367,g
HYDQ3240503,HYDQ3240503,Approved,377,g
HYDM3090602,HYDM3090602,Approved,930,g
HYDM3090603,HYDM3090603,Approved,930,g
HYDK3090610,HYDK3090610,Approved,360,g
HYDK3090611,HYDK3090611,Approved,358,g
HYDQ3090606,HYDQ3090606,Approved,1172,g
HYDQ3090607,HYDQ3090607,Approved,1179,g
HYDK3090618,HYDK3090618,Approved,346,g
HYDK3090619,HYDK3090619,Approved,346,g
HYDM3090604,HYDM3090604,Approved,960,g
HYDM3090605,HYDM3090605,Approved,960,g
HYDL3090609,HYDL3090609,Approved,983,g
HYDL3090610,HYDL3090610,Approved,979,g
HYDQ3090610,HYDQ3090610,Approved,500,g
HYDQ3090611,HYDQ3090611,Approved,504,g
HYDK3090620,HYDK3090620,Approved,683,g
HYDK3090621,HYDK3090621,Approved,673,g
HYDK3090622,HYDK3090622,Approved,363,g
HYDK3090623,HYDK3090623,Approved,348,g
HYDL3090611,HYDL3090611,Approved,956,g
HYDL3090612,HYDL3090612,Approved,955,g
HYDM3090606,HYDM3090606,Approved,950,g
HYDM3090607,HYDM3090607,Approved,1200,g
HYDQ3090608,HYDQ3090608,Approved,692,g
HYDQ3090609,HYDQ3090609,Approved,695,g
HYDL3230500,HYDL3230500,Approved,900,g
HYDQ3230505,HYDQ3230505,Approved,634,g
HYDQ3230506,HYDQ3230506,Approved,637,g
HYDQ3230507,HYDQ3230507,Approved,394,g
HYDQ3230508,HYDQ3230508,Approved,637,g
HYDL3230501,HYDL3230501,Approved,900,g
HYDK3230505,HYDK3230505,Approved,565,g
HYDK3230506,HYDK3230506,Approved,485,g
HYDK3230507,HYDK3230507,Approved,484,g
HYDK3230509,HYDK3230509,Approved,725,g
HYDK3230513,HYDK3230513,Approved,650,g
HYDK3230514,HYDK3230514,Approved,320,g
HYDK3230515,HYDK3230515,Approved,308,g
HYDL3230503,HYDL3230503,Approved,950,g
HYDL3230504,HYDL3230504,Approved,960,g
HYDK3230512,HYDK3230512,Approved,618,g
HYDK3230510,HYDK3230510,Approved,321,g
HYDK3230511,HYDK3230511,Approved,313,g
HYDL3230505,HYDL3230505,Approved,833,g
HYDL3230506,HYDL3230506,Approved,833,g
HYDQ3230509,HYDQ3230509,Approved,145,g
HYDL3230507,HYDL3230507,Approved,900,g
HYDL3230508,HYDL3230508,Approved,900,g
HYDL3240509,HYDL3240509,Approved,555,g
HYDL3240510,HYDL3240510,Approved,555,g
HYDL3240511,HYDL3240511,Approved,363,g
HYDL3240508,HYDL3240508,Approved,705,g
HYDL3240512,HYDL3240512,Approved,363,g
HYDK3240509,HYDK3240509,Approved,1359,g
HYDK3240508,HYDK3240508,Approved,1360,g
HYDL3240513,HYDL3240513,Approved,555,g
HYDL3240514,HYDL3240514,Approved,555,g
HYDL3240518,HYDL3240518,Approved,832,g
HYDL3240519,HYDL3240519,Approved,830,g
HYDK3240510,HYDK3240510,Approved,1345,g
HYDK3240511,HYDK3240511,Approved,1345,g
HYDQ3240513,HYDQ3240513,Approved,630,g
HYDQ3240514,HYDQ3240514,Approved,642,g
HYDQ3240515,HYDQ3240515,Approved,421,g
HYDQ3240516,HYDQ3240516,Approved,433,g
HYDL3240515,HYDL3240515,Approved,360,g
HYDL3240516,HYDL3240516,Approved,360,g
HYDL3040713,HYDL3040713,Approved,635,g
HYDL3040714,HYDL3040714,Approved,638,g
HYDL3040715,HYDL3040715,Approved,465,g
HYDL3040716,HYDL3040716,Approved,461,g
HYDL3050701,HYDL3050701,Approved,708,g
HYDL3050702,HYDL3050702,Approved,372,g
HYDL3050703,HYDL3050703,Approved,367,g
HYDL3040721,HYDL3040721,Approved,739,g
HYDL3040722,HYDL3040722,Approved,744,g
HYDL3040723,HYDL3040723,Approved,383,g
HYDL3040724,HYDL3040724,Approved,386,g
HYDK3040712,HYDK3040712,Approved,763,g
HYDK3040713,HYDK3040713,Approved,775,g
HYDK3040714,HYDK3040714,Approved,469,g
HYDK3040715,HYDK3040715,Approved,477,g
HYDL3040717,HYDL3040717,Approved,618,g
HYDL3040718,HYDL3040718,Approved,624,g
HYDL3040725,HYDL3040725,Approved,730,g
HYDL3040726,HYDL3040726,Approved,730,g
HYDL3040727,HYDL3040727,Approved,380,g
HYDL3040728,HYDL3040728,Approved,377,g
HYDL3050700,HYDL3050700,Approved,717,g
HYDK3250502,HYDK3250502,Approved,1380,g
HYDK3250503,HYDK3250503,Approved,1376,g
HYDL3250503,HYDL3250503,Approved,820,g
HYDL3250504,HYDL3250504,Approved,810,g
HYDQ3250505,HYDQ3250505,Approved,679,g
HYDQ3250506,HYDQ3250506,Approved,674,g
HYDQ3250507,HYDQ3250507,Approved,415,g
HYDQ3250508,HYDQ3250508,Approved,410,g
HYDL3250508,HYDL3250508,Approved,795,g
HYDQ3250512,HYDQ3250512,Approved,370,g
HYDK3250504,HYDK3250504,Approved,930,g
HYDK3250505,HYDK3250505,Approved,920,g
HYDL3250514,HYDL3250514,Approved,808,g
HYDL3250515,HYDL3250515,Approved,805,g
HYDQ3250513,HYDQ3250513,Approved,630,g
HYDQ3250514,HYDQ3250514,Approved,628,g
HYDL3250509,HYDL3250509,Approved,795,g
HYDL3250510,HYDL3250510,Approved,795,g
HYDQ3250515,HYDQ3250515,Approved,628,g
HYDQ3250516,HYDQ3250516,Approved,448,g
HYDQ3250517,HYDQ3250517,Approved,446,g
HYDK3190517,HYDK3190517,Approved,344,g
HYDK3190518,HYDK3190518,Approved,493,g
HYDK3190520,HYDK3190520,Approved,422,g
HYDL3190509,HYDL3190509,Approved,1000,g
HYDL3190510,HYDL3190510,Approved,1005,g
HYDL3190511,HYDL3190511,Approved,1010,g
HYDL3190512,HYDL3190512,Approved,1020,g
HYDK3190521,HYDK3190521,Approved,470,g
HYDK3190522,HYDK3190522,Approved,410,g
HYDK3190524,HYDK3190524,Approved,585,g
HYDQ3190513,HYDQ3190513,Approved,682,g
HYDQ3190514,HYDQ3190514,Approved,686,g
HYDQ3190515,HYDQ3190515,Approved,426,g
HYDQ3190516,HYDQ3190516,Approved,425,g
HYDL3190514,HYDL3190514,Approved,1037,g
HYDL3190515,HYDL3190515,Approved,1039,g
HYDQ3200500,HYDQ3200500,Approved,644,g
HYDK3190523,HYDK3190523,Approved,495,g
HYDQ3200501,HYDQ3200501,Approved,649,g
HYDQ3200502,HYDQ3200502,Approved,406,g
HYDQ3200503,HYDQ3200503,Approved,404,g
HYDM3100700,HYDM3100700,Approved,868,g
HYDM3100701,HYDM3100701,Approved,862,g
HYDK3100700,HYDK3100700,Approved,739,g
HYDM3090709,HYDM3090709,Approved,566,g
HYDM3090710,HYDM3090710,Approved,634,g
HYDL3090713,HYDL3090713,Approved,843,g
HYDL3090714,HYDL3090714,Approved,846,g
HYDM3100703,HYDM3100703,Approved,813,g
HYDM3100705,HYDM3100705,Approved,643,g
HYDM3100706,HYDM3100706,Approved,642,g
HYDM3100708,HYDM3100708,Approved,365,g
HYDK3090719,HYDK3090719,Approved,746,g
HYDK3090720,HYDK3090720,Approved,752,g
HYDK3090721,HYDK3090721,Approved,251,g
HYDK3090722,HYDK3090722,Approved,268,g
HYDL3100702,HYDL3100702,Approved,939,g
HYDL3100703,HYDL3100703,Approved,937,g
HYDL3090715,HYDL3090715,Approved,810,g
HYDL3090716,HYDL3090716,Approved,827,g
HYDK3100701,HYDK3100701,Approved,758,g
HYDK3100702,HYDK3100702,Approved,242,g
HYDK3100703,HYDK3100703,Approved,247,g
HYDM3100707,HYDM3100707,Approved,365,g
HYDL3100700,HYDL3100700,Approved,934,g
HYDL3100701,HYDL3100701,Approved,936,g
HYDM3100702,HYDM3100702,Approved,800,g
HYDK3100704,HYDK3100704,Approved,766,g
HYDK3100705,HYDK3100705,Approved,755,g
HYDK3100706,HYDK3100706,Approved,276,g
HYDK3100707,HYDK3100707,Approved,273,g
HYDL3070607,HYDL3070607,Approved,570,g
HYDL3070608,HYDL3070608,Approved,580,g
HYDL3070609,HYDL3070609,Approved,380,g
HYDM3070606,HYDM3070606,Approved,1110,g
HYDM3070607,HYDM3070607,Approved,1105,g
HYDL3070610,HYDL3070610,Approved,400,g
HYDL3070611,HYDL3070611,Approved,605,g
HYDL3070612,HYDL3070612,Approved,605,g
HYDQ3070608,HYDQ3070608,Approved,738,g
HYDQ3070609,HYDQ3070609,Approved,745,g
HYDQ3070610,HYDQ3070610,Approved,310,g
HYDQ3070611,HYDQ3070611,Approved,308,g
HYDQ3070613,HYDQ3070613,Approved,748,g
HYDQ3070614,HYDQ3070614,Approved,309,g
HYDQ3070615,HYDQ3070615,Approved,312,g
HYDL3070618,HYDL3070618,Approved,872,g
HYDL3070619,HYDL3070619,Approved,868,g
HYDL3080600,HYDL3080600,Approved,843,g
HYDL3080601,HYDL3080601,Approved,857,g
HYDQ3080602,HYDQ3080602,Approved,323,g
HYDQ3080603,HYDQ3080603,Approved,322,g
HYDK3080600,HYDK3080600,Approved,569,g
HYDL3110701,HYDL3110701,Approved,998,g
HYDM3110702,HYDM3110702,Approved,747,g
HYDM3110703,HYDM3110703,Approved,747,g
HYDM3110706,HYDM3110706,Approved,855,g
HYDK3110712,HYDK3110712,Approved,500,g
HYDK3110713,HYDK3110713,Approved,471,g
HYDK3110706,HYDK3110706,Approved,265,g
HYDL3110705,HYDL3110705,Approved,1024,g
HYDL3110706,HYDL3110706,Approved,1012,g
HYDK3110714,HYDK3110714,Approved,174,g
HYDK3110715,HYDK3110715,Approved,104,g
HYDL3110707,HYDL3110707,Approved,665,g
HYDL3110708,HYDL3110708,Approved,668,g
HYDL3110709,HYDL3110709,Approved,346,g
HYDL3110710,HYDL3110710,Approved,344,g
HYDK3110708,HYDK3110708,Approved,760,g
HYDK3110709,HYDK3110709,Approved,768,g
HYDL3240602,HYDL3240602,Approved,601,g
HYDL3240603,HYDL3240603,Approved,602,g
HYDK3240610,HYDK3240610,Approved,213,g
HYDL3240605,HYDL3240605,Approved,617,g
HYDM3240602,HYDM3240602,Approved,958,g
HYDM3240603,HYDM3240603,Approved,963,g
HYDK3240608,HYDK3240608,Approved,585,g
HYDK3240609,HYDK3240609,Approved,538,g
HYDK3240611,HYDK3240611,Approved,194,g
HYDL3240604,HYDL3240604,Approved,607,g
HYDK3240613,HYDK3240613,Approved,747,g
HYDK3240614,HYDK3240614,Approved,730,g
HYDK3240615,HYDK3240615,Approved,269,g
HYDK3240616,HYDK3240616,Approved,264,g
HYDL3240613,HYDL3240613,Approved,392,g
HYDM3240605,HYDM3240605,Approved,980,g
HYDM3240606,HYDM3240606,Approved,980,g
HYDK3240617,HYDK3240617,Approved,765,g
HYDK3240618,HYDK3240618,Approved,768,g
HYDK3240619,HYDK3240619,Approved,277,g
HYDK3240620,HYDK3240620,Approved,275,g
HYDL3240606,HYDL3240606,Approved,617,g
HYDL3020800,HYDL3020800,Approved,754,g
HYDL3020801,HYDL3020801,Approved,762,g
HYDL3020802,HYDL3020802,Approved,326,g
HYDL3020803,HYDL3020803,Approved,328,g
HYDL3020805,HYDL3020805,Approved,786,g
HYDL3020806,HYDL3020806,Approved,776,g
HYDL3020807,HYDL3020807,Approved,340,g
HYDL3020808,HYDL3020808,Approved,337,g
HYDL3020809,HYDL3020809,Approved,757,g
HYDL3020810,HYDL3020810,Approved,757,g
HYDL3020811,HYDL3020811,Approved,330,g
HYDL3020812,HYDL3020812,Approved,330,g
HYDL3020815,HYDL3020815,Approved,342,g
HYDL3020816,HYDL3020816,Approved,340,g
HYDM3260603,HYDM3260603,Approved,803,g
HYDM3260604,HYDM3260604,Approved,808,g
HYDM3260606,HYDM3260606,Approved,771,g
HYDL3260605,HYDL3260605,Approved,712,g
HYDL3260606,HYDL3260606,Approved,715,g
HYDL3260609,HYDL3260609,Approved,710,g
HYDL3260610,HYDL3260610,Approved,710,g
HYDK3260607,HYDK3260607,Approved,1355,g
HYDK3260608,HYDK3260608,Approved,1349,g
HYDL3260611,HYDL3260611,Approved,718,g
HYDL3260612,HYDL3260612,Approved,705,g
HYDM3260607,HYDM3260607,Approved,1060,g
HYDM3260608,HYDM3260608,Approved,1060,g
HYDK3260609,HYDK3260609,Approved,580,g
HYDK3260610,HYDK3260610,Approved,585,g
HYDK3260611,HYDK3260611,Approved,420,g
HYDL3260614,HYDL3260614,Approved,741,g
HYDL3260615,HYDL3260615,Approved,720,g
HYDL3050611,HYDL3050611,Approved,273,g
HYDL3050612,HYDL3050612,Approved,273,g
HYDQ3050608,HYDQ3050608,Approved,685,g
HYDQ3040619,HYDQ3040619,Approved,354,g
HYDM3050602,HYDM3050602,Approved,880,g
HYDM3050603,HYDM3050603,Approved,880,g
HYDQ3050604,HYDQ3050604,Approved,697,g
HYDQ3050605,HYDQ3050605,Approved,697,g
HYDQ3050606,HYDQ3050606,Approved,364,g
HYDQ3050607,HYDQ3050607,Approved,362,g
HYDL3050613,HYDL3050613,Approved,662,g
HYDL3050614,HYDL3050614,Approved,675,g
HYDL3050615,HYDL3050615,Approved,409,g
HYDL3050616,HYDL3050616,Approved,421,g
HYDQ3050609,HYDQ3050609,Approved,676,g
HYDM3050604,HYDM3050604,Approved,970,g
HYDM3050605,HYDM3050605,Approved,970,g
HYDL3110609,HYDL3110609,Approved,954,g
HYDL3110610,HYDL3110610,Approved,953,g
HYDM3110606,HYDM3110606,Approved,1040,g
HYDM3110607,HYDM3110607,Approved,1040,g
HYDM3110608,HYDM3110608,Approved,920,g
HYDM3110609,HYDM3110609,Approved,920,g
HYDM3110610,HYDM3110610,Approved,920,g
HYDM3110611,HYDM3110611,Approved,360,g
