PrimaryKey,id,storageLocation,materialUse,quantity,quantityUnitOfMeasure
3008169Actual-ConsumedMaterialconsumed630.0000000000g,3008169Actual-Consumed,,Material consumed,630.0000000000,g
3008178Actual-ConsumedMaterialconsumed631.0000000000g,3008178Actual-Consumed,,Material consumed,631.0000000000,g
3008187Actual-ConsumedMaterialconsumed386.0000000000g,3008187Actual-Consumed,,Material consumed,386.0000000000,g
3008196Actual-ConsumedMaterialconsumed385.0000000000g,3008196Actual-Consumed,,Material consumed,385.0000000000,g
3008359Actual-ConsumedMaterialconsumed1221.0000000000g,3008359Actual-Consumed,,Material consumed,1221.0000000000,g
3008368Actual-ConsumedMaterialconsumed1216.0000000000g,3008368Actual-Consumed,,Material consumed,1216.0000000000,g
3008494Actual-ConsumedMaterialconsumed590.0000000000g,3008494Actual-Consumed,,Material consumed,590.0000000000,g
3008503Actual-ConsumedMaterialconsumed545.0000000000g,3008503Actual-Consumed,,Material consumed,545.0000000000,g
3008850Actual-ConsumedMaterialconsumed1222.0000000000g,3008850Actual-Consumed,,Material consumed,1222.0000000000,g
3008859Actual-ConsumedMaterialconsumed1220.0000000000g,3008859Actual-Consumed,,Material consumed,1220.0000000000,g
3008914Actual-ConsumedMaterialconsumed574.0000000000g,3008914Actual-Consumed,,Material consumed,574.0000000000,g
3008923Actual-ConsumedMaterialconsumed585.0000000000g,3008923Actual-Consumed,,Material consumed,585.0000000000,g
3008932Actual-ConsumedMaterialconsumed362.0000000000g,3008932Actual-Consumed,,Material consumed,362.0000000000,g
3008941Actual-ConsumedMaterialconsumed364.0000000000g,3008941Actual-Consumed,,Material consumed,364.0000000000,g
3009228Actual-ConsumedMaterialconsumed589.8400000000g,3009228Actual-Consumed,,Material consumed,589.8400000000,g
3009237Actual-ConsumedMaterialconsumed588.8400000000g,3009237Actual-Consumed,,Material consumed,588.8400000000,g
3009246Actual-ConsumedMaterialconsumed381.1600000000g,3009246Actual-Consumed,,Material consumed,381.1600000000,g
3009255Actual-ConsumedMaterialconsumed380.1600000000g,3009255Actual-Consumed,,Material consumed,380.1600000000,g
3009507Actual-ConsumedMaterialconsumed1220.0000000000g,3009507Actual-Consumed,,Material consumed,1220.0000000000,g
3009516Actual-ConsumedMaterialconsumed1230.0000000000g,3009516Actual-Consumed,,Material consumed,1230.0000000000,g
3009817Actual-ConsumedMaterialconsumed577.8400000000g,3009817Actual-Consumed,,Material consumed,577.8400000000,g
3009826Actual-ConsumedMaterialconsumed576.8400000000g,3009826Actual-Consumed,,Material consumed,576.8400000000,g
3009835Actual-ConsumedMaterialconsumed390.1600000000g,3009835Actual-Consumed,,Material consumed,390.1600000000,g
3009844Actual-ConsumedMaterialconsumed388.1600000000g,3009844Actual-Consumed,,Material consumed,388.1600000000,g
3009905Actual-ConsumedMaterialconsumed1205.0000000000g,3009905Actual-Consumed,,Material consumed,1205.0000000000,g
3009914Actual-ConsumedMaterialconsumed1200.0000000000g,3009914Actual-Consumed,,Material consumed,1200.0000000000,g
3010154Actual-ConsumedMaterialconsumed576.8400000000g,3010154Actual-Consumed,,Material consumed,576.8400000000,g
3010163Actual-ConsumedMaterialconsumed584.8400000000g,3010163Actual-Consumed,,Material consumed,584.8400000000,g
3010172Actual-ConsumedMaterialconsumed391.1600000000g,3010172Actual-Consumed,,Material consumed,391.1600000000,g
3010181Actual-ConsumedMaterialconsumed397.1700000000g,3010181Actual-Consumed,,Material consumed,397.1700000000,g
3010199Actual-ConsumedMaterialconsumed444.0000000000g,3010199Actual-Consumed,,Material consumed,444.0000000000,g
3010208Actual-ConsumedMaterialconsumed442.0020000000g,3010208Actual-Consumed,,Material consumed,442.0020000000,g
3010217Actual-ConsumedMaterialconsumed235.0020000000g,3010217Actual-Consumed,,Material consumed,235.0020000000,g
3010226Actual-ConsumedMaterialconsumed234.0000000000g,3010226Actual-Consumed,,Material consumed,234.0000000000,g
3010247Actual-ConsumedMaterialconsumed1290.0000000000g,3010247Actual-Consumed,,Material consumed,1290.0000000000,g
3010256Actual-ConsumedMaterialconsumed1300.0000000000g,3010256Actual-Consumed,,Material consumed,1300.0000000000,g
3010289Actual-ConsumedMaterialconsumed568.9980000000g,3010289Actual-Consumed,,Material consumed,568.9980000000,g
3010298Actual-ConsumedMaterialconsumed583.9980000000g,3010298Actual-Consumed,,Material consumed,583.9980000000,g
3010307Actual-ConsumedMaterialconsumed297.0000000000g,3010307Actual-Consumed,,Material consumed,297.0000000000,g
3010316Actual-ConsumedMaterialconsumed304.0020000000g,3010316Actual-Consumed,,Material consumed,304.0020000000,g
3010385Actual-ConsumedMaterialconsumed557.8500000000g,3010385Actual-Consumed,,Material consumed,557.8500000000,g
3010394Actual-ConsumedMaterialconsumed560.8400000000g,3010394Actual-Consumed,,Material consumed,560.8400000000,g
3010403Actual-ConsumedMaterialconsumed374.1600000000g,3010403Actual-Consumed,,Material consumed,374.1600000000,g
3010412Actual-ConsumedMaterialconsumed376.1600000000g,3010412Actual-Consumed,,Material consumed,376.1600000000,g
3010455Actual-ConsumedMaterialconsumed613.0020000000g,3010455Actual-Consumed,,Material consumed,613.0020000000,g
3010464Actual-ConsumedMaterialconsumed613.9980000000g,3010464Actual-Consumed,,Material consumed,613.9980000000,g
3010473Actual-ConsumedMaterialconsumed319.9980000000g,3010473Actual-Consumed,,Material consumed,319.9980000000,g
3010482Actual-ConsumedMaterialconsumed319.9980000000g,3010482Actual-Consumed,,Material consumed,319.9980000000,g
3010575Actual-ConsumedMaterialconsumed1215.0000000000g,3010575Actual-Consumed,,Material consumed,1215.0000000000,g
3010584Actual-ConsumedMaterialconsumed1215.0000000000g,3010584Actual-Consumed,,Material consumed,1215.0000000000,g
3010826Actual-ConsumedMaterialconsumed622.9980000000g,3010826Actual-Consumed,,Material consumed,622.9980000000,g
3010835Actual-ConsumedMaterialconsumed615.0000000000g,3010835Actual-Consumed,,Material consumed,615.0000000000,g
3010844Actual-ConsumedMaterialconsumed325.9980000000g,3010844Actual-Consumed,,Material consumed,325.9980000000,g
3010864Actual-ConsumedMaterialconsumed322.0020000000g,3010864Actual-Consumed,,Material consumed,322.0020000000,g
3010883Actual-ConsumedMaterialconsumed599.8300000000g,3010883Actual-Consumed,,Material consumed,599.8300000000,g
3010902Actual-ConsumedMaterialconsumed599.8300000000g,3010902Actual-Consumed,,Material consumed,599.8300000000,g
3010912Actual-ConsumedMaterialconsumed403.1700000000g,3010912Actual-Consumed,,Material consumed,403.1700000000,g
3010921Actual-ConsumedMaterialconsumed402.1700000000g,3010921Actual-Consumed,,Material consumed,402.1700000000,g
3010954Actual-ConsumedMaterialconsumed607.8300000000g,3010954Actual-Consumed,,Material consumed,607.8300000000,g
3010963Actual-ConsumedMaterialconsumed601.8300000000g,3010963Actual-Consumed,,Material consumed,601.8300000000,g
3010972Actual-ConsumedMaterialconsumed408.1700000000g,3010972Actual-Consumed,,Material consumed,408.1700000000,g
3010981Actual-ConsumedMaterialconsumed402.1700000000g,3010981Actual-Consumed,,Material consumed,402.1700000000,g
3011105Actual-ConsumedMaterialconsumed625.8300000000g,3011105Actual-Consumed,,Material consumed,625.8300000000,g
3011114Actual-ConsumedMaterialconsumed633.8200000000g,3011114Actual-Consumed,,Material consumed,633.8200000000,g
3011124Actual-ConsumedMaterialconsumed419.1800000000g,3011124Actual-Consumed,,Material consumed,419.1800000000,g
3011133Actual-ConsumedMaterialconsumed422.1800000000g,3011133Actual-Consumed,,Material consumed,422.1800000000,g
3011184Actual-ConsumedMaterialconsumed607.8300000000g,3011184Actual-Consumed,,Material consumed,607.8300000000,g
3011193Actual-ConsumedMaterialconsumed610.8300000000g,3011193Actual-Consumed,,Material consumed,610.8300000000,g
3011203Actual-ConsumedMaterialconsumed409.1700000000g,3011203Actual-Consumed,,Material consumed,409.1700000000,g
3011212Actual-ConsumedMaterialconsumed410.1700000000g,3011212Actual-Consumed,,Material consumed,410.1700000000,g
3011290Actual-ConsumedMaterialconsumed916.0000000000g,3011290Actual-Consumed,,Material consumed,916.0000000000,g
3011299Actual-ConsumedMaterialconsumed914.0000000000g,3011299Actual-Consumed,,Material consumed,914.0000000000,g
3011319Actual-ConsumedMaterialconsumed666.0000000000g,3011319Actual-Consumed,,Material consumed,666.0000000000,g
3011328Actual-ConsumedMaterialconsumed667.0000000000g,3011328Actual-Consumed,,Material consumed,667.0000000000,g
3011337Actual-ConsumedMaterialconsumed344.0000000000g,3011337Actual-Consumed,,Material consumed,344.0000000000,g
3011346Actual-ConsumedMaterialconsumed345.0000000000g,3011346Actual-Consumed,,Material consumed,345.0000000000,g
3011459Actual-ConsumedMaterialconsumed628.8300000000g,3011459Actual-Consumed,,Material consumed,628.8300000000,g
3011468Actual-ConsumedMaterialconsumed626.8300000000g,3011468Actual-Consumed,,Material consumed,626.8300000000,g
3011477Actual-ConsumedMaterialconsumed422.1800000000g,3011477Actual-Consumed,,Material consumed,422.1800000000,g
3011486Actual-ConsumedMaterialconsumed418.1800000000g,3011486Actual-Consumed,,Material consumed,418.1800000000,g
3011539Actual-ConsumedMaterialconsumed476.0000000000g,3011539Actual-Consumed,,Material consumed,476.0000000000,g
3011548Actual-ConsumedMaterialconsumed444.0000000000g,3011548Actual-Consumed,,Material consumed,444.0000000000,g
3011557Actual-ConsumedMaterialconsumed298.0000000000g,3011557Actual-Consumed,,Material consumed,298.0000000000,g
3011566Actual-ConsumedMaterialconsumed273.0000000000g,3011566Actual-Consumed,,Material consumed,273.0000000000,g
3011734Actual-ConsumedMaterialconsumed714.5920000000g,3011734Actual-Consumed,,Material consumed,714.5920000000,g
3011743Actual-ConsumedMaterialconsumed717.5920000000g,3011743Actual-Consumed,,Material consumed,717.5920000000,g
3011752Actual-ConsumedMaterialconsumed522.4160000000g,3011752Actual-Consumed,,Material consumed,522.4160000000,g
3011761Actual-ConsumedMaterialconsumed528.4240000000g,3011761Actual-Consumed,,Material consumed,528.4240000000,g
3011814Actual-ConsumedMaterialconsumed611.8300000000g,3011814Actual-Consumed,,Material consumed,611.8300000000,g
3011823Actual-ConsumedMaterialconsumed612.8300000000g,3011823Actual-Consumed,,Material consumed,612.8300000000,g
3011832Actual-ConsumedMaterialconsumed425.1800000000g,3011832Actual-Consumed,,Material consumed,425.1800000000,g
3011841Actual-ConsumedMaterialconsumed408.1700000000g,3011841Actual-Consumed,,Material consumed,408.1700000000,g
3011884Actual-ConsumedMaterialconsumed670.0000000000g,3011884Actual-Consumed,,Material consumed,670.0000000000,g
3011893Actual-ConsumedMaterialconsumed660.0000000000g,3011893Actual-Consumed,,Material consumed,660.0000000000,g
3011902Actual-ConsumedMaterialconsumed400.0000000000g,3011902Actual-Consumed,,Material consumed,400.0000000000,g
3011911Actual-ConsumedMaterialconsumed400.0000000000g,3011911Actual-Consumed,,Material consumed,400.0000000000,g
3012008Actual-ConsumedMaterialconsumed645.8200000000g,3012008Actual-Consumed,,Material consumed,645.8200000000,g
3012017Actual-ConsumedMaterialconsumed639.8200000000g,3012017Actual-Consumed,,Material consumed,639.8200000000,g
3012026Actual-ConsumedMaterialconsumed416.1800000000g,3012026Actual-Consumed,,Material consumed,416.1800000000,g
3012035Actual-ConsumedMaterialconsumed479.2000000000g,3012035Actual-Consumed,,Material consumed,479.2000000000,g
3012068Actual-ConsumedMaterialconsumed670.0000000000g,3012068Actual-Consumed,,Material consumed,670.0000000000,g
3012077Actual-ConsumedMaterialconsumed670.0000000000g,3012077Actual-Consumed,,Material consumed,670.0000000000,g
3012086Actual-ConsumedMaterialconsumed410.0000000000g,3012086Actual-Consumed,,Material consumed,410.0000000000,g
3012095Actual-ConsumedMaterialconsumed410.0000000000g,3012095Actual-Consumed,,Material consumed,410.0000000000,g
3012129Actual-ConsumedMaterialconsumed597.6560000000g,3012129Actual-Consumed,,Material consumed,597.6560000000,g
3012138Actual-ConsumedMaterialconsumed586.6640000000g,3012138Actual-Consumed,,Material consumed,586.6640000000,g
3012147Actual-ConsumedMaterialconsumed436.3520000000g,3012147Actual-Consumed,,Material consumed,436.3520000000,g
3012156Actual-ConsumedMaterialconsumed431.3440000000g,3012156Actual-Consumed,,Material consumed,431.3440000000,g
3012302Actual-ConsumedMaterialconsumed709.6700000000g,3012302Actual-Consumed,,Material consumed,709.6700000000,g
3012311Actual-ConsumedMaterialconsumed498.7700000000g,3012311Actual-Consumed,,Material consumed,498.7700000000,g
3012320Actual-ConsumedMaterialconsumed306.3500000000g,3012320Actual-Consumed,,Material consumed,306.3500000000,g
3012329Actual-ConsumedMaterialconsumed265.3000000000g,3012329Actual-Consumed,,Material consumed,265.3000000000,g
3012385Actual-ConsumedMaterialconsumed665.0000000000g,3012385Actual-Consumed,,Material consumed,665.0000000000,g
3012394Actual-ConsumedMaterialconsumed650.0000000000g,3012394Actual-Consumed,,Material consumed,650.0000000000,g
3012403Actual-ConsumedMaterialconsumed430.0000000000g,3012403Actual-Consumed,,Material consumed,430.0000000000,g
3012412Actual-ConsumedMaterialconsumed430.0000000000g,3012412Actual-Consumed,,Material consumed,430.0000000000,g
3012444Actual-ConsumedMaterialconsumed537.0000000000g,3012444Actual-Consumed,,Material consumed,537.0000000000,g
3012453Actual-ConsumedMaterialconsumed544.0000000000g,3012453Actual-Consumed,,Material consumed,544.0000000000,g
3012462Actual-ConsumedMaterialconsumed431.0000000000g,3012462Actual-Consumed,,Material consumed,431.0000000000,g
3012471Actual-ConsumedMaterialconsumed438.0000000000g,3012471Actual-Consumed,,Material consumed,438.0000000000,g
3012629Actual-ConsumedMaterialconsumed656.6900000000g,3012629Actual-Consumed,,Material consumed,656.6900000000,g
3012638Actual-ConsumedMaterialconsumed656.6900000000g,3012638Actual-Consumed,,Material consumed,656.6900000000,g
3012660Actual-ConsumedMaterialconsumed676.6800000000g,3012660Actual-Consumed,,Material consumed,676.6800000000,g
3012669Actual-ConsumedMaterialconsumed319.3600000000g,3012669Actual-Consumed,,Material consumed,319.3600000000,g
3012678Actual-ConsumedMaterialconsumed323.3700000000g,3012678Actual-Consumed,,Material consumed,323.3700000000,g
3012698Actual-ConsumedMaterialconsumed623.0000000000g,3012698Actual-Consumed,,Material consumed,623.0000000000,g
3012707Actual-ConsumedMaterialconsumed640.0000000000g,3012707Actual-Consumed,,Material consumed,640.0000000000,g
3012716Actual-ConsumedMaterialconsumed416.0000000000g,3012716Actual-Consumed,,Material consumed,416.0000000000,g
3012725Actual-ConsumedMaterialconsumed407.0000000000g,3012725Actual-Consumed,,Material consumed,407.0000000000,g
3012978Actual-ConsumedMaterialconsumed569.0000000000g,3012978Actual-Consumed,,Material consumed,569.0000000000,g
3012988Actual-ConsumedMaterialconsumed711.6700000000g,3012988Actual-Consumed,,Material consumed,711.6700000000,g
3012997Actual-ConsumedMaterialconsumed693.6700000000g,3012997Actual-Consumed,,Material consumed,693.6700000000,g
3013006Actual-ConsumedMaterialconsumed349.4000000000g,3013006Actual-Consumed,,Material consumed,349.4000000000,g
3013014Actual-ConsumedMaterialconsumed569.0000000000g,3013014Actual-Consumed,,Material consumed,569.0000000000,g
3013024Actual-ConsumedMaterialconsumed321.3700000000g,3013024Actual-Consumed,,Material consumed,321.3700000000,g
3013033Actual-ConsumedMaterialconsumed321.3700000000g,3013033Actual-Consumed,,Material consumed,321.3700000000,g
3013041Actual-ConsumedMaterialconsumed569.0000000000g,3013041Actual-Consumed,,Material consumed,569.0000000000,g
3013050Actual-ConsumedMaterialconsumed442.0000000000g,3013050Actual-Consumed,,Material consumed,442.0000000000,g
3013059Actual-ConsumedMaterialconsumed451.0000000000g,3013059Actual-Consumed,,Material consumed,451.0000000000,g
3013157Actual-ConsumedMaterialconsumed689.6800000000g,3013157Actual-Consumed,,Material consumed,689.6800000000,g
3013166Actual-ConsumedMaterialconsumed709.6700000000g,3013166Actual-Consumed,,Material consumed,709.6700000000,g
3013175Actual-ConsumedMaterialconsumed312.3600000000g,3013175Actual-Consumed,,Material consumed,312.3600000000,g
3013184Actual-ConsumedMaterialconsumed316.3600000000g,3013184Actual-Consumed,,Material consumed,316.3600000000,g
3013204Actual-ConsumedMaterialconsumed541.3360000000g,3013204Actual-Consumed,,Material consumed,541.3360000000,g
3013213Actual-ConsumedMaterialconsumed540.3280000000g,3013213Actual-Consumed,,Material consumed,540.3280000000,g
3013222Actual-ConsumedMaterialconsumed465.6640000000g,3013222Actual-Consumed,,Material consumed,465.6640000000,g
3013231Actual-ConsumedMaterialconsumed461.6640000000g,3013231Actual-Consumed,,Material consumed,461.6640000000,g
3013381Actual-ConsumedMaterialconsumed696.6700000000g,3013381Actual-Consumed,,Material consumed,696.6700000000,g
3013390Actual-ConsumedMaterialconsumed696.6700000000g,3013390Actual-Consumed,,Material consumed,696.6700000000,g
3013399Actual-ConsumedMaterialconsumed311.3600000000g,3013399Actual-Consumed,,Material consumed,311.3600000000,g
3013408Actual-ConsumedMaterialconsumed312.3600000000g,3013408Actual-Consumed,,Material consumed,312.3600000000,g
3013639Actual-ConsumedMaterialconsumed546.3360000000g,3013639Actual-Consumed,,Material consumed,546.3360000000,g
3013648Actual-ConsumedMaterialconsumed548.3360000000g,3013648Actual-Consumed,,Material consumed,548.3360000000,g
3013657Actual-ConsumedMaterialconsumed466.6640000000g,3013657Actual-Consumed,,Material consumed,466.6640000000,g
3013666Actual-ConsumedMaterialconsumed469.6560000000g,3013666Actual-Consumed,,Material consumed,469.6560000000,g
3013675Actual-ConsumedMaterialconsumed680.0000000000g,3013675Actual-Consumed,,Material consumed,680.0000000000,g
3013684Actual-ConsumedMaterialconsumed685.0000000000g,3013684Actual-Consumed,,Material consumed,685.0000000000,g
3013693Actual-ConsumedMaterialconsumed355.0000000000g,3013693Actual-Consumed,,Material consumed,355.0000000000,g
3013702Actual-ConsumedMaterialconsumed350.0000000000g,3013702Actual-Consumed,,Material consumed,350.0000000000,g
3013764Actual-ConsumedMaterialconsumed575.7300000000g,3013764Actual-Consumed,,Material consumed,575.7300000000,g
3013773Actual-ConsumedMaterialconsumed569.7300000000g,3013773Actual-Consumed,,Material consumed,569.7300000000,g
3013782Actual-ConsumedMaterialconsumed253.2900000000g,3013782Actual-Consumed,,Material consumed,253.2900000000,g
3013791Actual-ConsumedMaterialconsumed248.2800000000g,3013791Actual-Consumed,,Material consumed,248.2800000000,g
3014153Actual-ConsumedMaterialconsumed561.3440000000g,3014153Actual-Consumed,,Material consumed,561.3440000000,g
3014162Actual-ConsumedMaterialconsumed558.3440000000g,3014162Actual-Consumed,,Material consumed,558.3440000000,g
3014171Actual-ConsumedMaterialconsumed481.6480000000g,3014171Actual-Consumed,,Material consumed,481.6480000000,g
3014180Actual-ConsumedMaterialconsumed476.6560000000g,3014180Actual-Consumed,,Material consumed,476.6560000000,g
3014190Actual-ConsumedMaterialconsumed546.3360000000g,3014190Actual-Consumed,,Material consumed,546.3360000000,g
3014199Actual-ConsumedMaterialconsumed556.3460000000g,3014199Actual-Consumed,,Material consumed,556.3460000000,g
3014208Actual-ConsumedMaterialconsumed457.6740000000g,3014208Actual-Consumed,,Material consumed,457.6740000000,g
3014217Actual-ConsumedMaterialconsumed456.6660000000g,3014217Actual-Consumed,,Material consumed,456.6660000000,g
3014225Actual-ConsumedMaterialconsumed825.0000000000g,3014225Actual-Consumed,,Material consumed,825.0000000000,g
3014234Actual-ConsumedMaterialconsumed830.0000000000g,3014234Actual-Consumed,,Material consumed,830.0000000000,g
3014316Actual-ConsumedMaterialconsumed1015.0000000000g,3014316Actual-Consumed,,Material consumed,1015.0000000000,g
3014325Actual-ConsumedMaterialconsumed1030.0000000000g,3014325Actual-Consumed,,Material consumed,1030.0000000000,g
3014511Actual-ConsumedMaterialconsumed548.3380000000g,3014511Actual-Consumed,,Material consumed,548.3380000000,g
3014520Actual-ConsumedMaterialconsumed552.3420000000g,3014520Actual-Consumed,,Material consumed,552.3420000000,g
3014529Actual-ConsumedMaterialconsumed477.6520000000g,3014529Actual-Consumed,,Material consumed,477.6520000000,g
3014538Actual-ConsumedMaterialconsumed468.6640000000g,3014538Actual-Consumed,,Material consumed,468.6640000000,g
3014684Actual-ConsumedMaterialconsumed535.3280000000g,3014684Actual-Consumed,,Material consumed,535.3280000000,g
3014693Actual-ConsumedMaterialconsumed543.3360000000g,3014693Actual-Consumed,,Material consumed,543.3360000000,g
3014703Actual-ConsumedMaterialconsumed468.6560000000g,3014703Actual-Consumed,,Material consumed,468.6560000000,g
3014712Actual-ConsumedMaterialconsumed463.6640000000g,3014712Actual-Consumed,,Material consumed,463.6640000000,g
3014863Actual-ConsumedMaterialconsumed1020.0000000000g,3014863Actual-Consumed,,Material consumed,1020.0000000000,g
3014872Actual-ConsumedMaterialconsumed1025.0000000000g,3014872Actual-Consumed,,Material consumed,1025.0000000000,g
3015129Actual-ConsumedMaterialconsumed560.3500000000g,3015129Actual-Consumed,,Material consumed,560.3500000000,g
3015138Actual-ConsumedMaterialconsumed562.3520000000g,3015138Actual-Consumed,,Material consumed,562.3520000000,g
3015147Actual-ConsumedMaterialconsumed479.6540000000g,3015147Actual-Consumed,,Material consumed,479.6540000000,g
3015156Actual-ConsumedMaterialconsumed490.6440000000g,3015156Actual-Consumed,,Material consumed,490.6440000000,g
3015345Actual-ConsumedMaterialconsumed1000.0000000000g,3015345Actual-Consumed,,Material consumed,1000.0000000000,g
3015354Actual-ConsumedMaterialconsumed1005.0000000000g,3015354Actual-Consumed,,Material consumed,1005.0000000000,g
3015569Actual-ConsumedMaterialconsumed553.3360000000g,3015569Actual-Consumed,,Material consumed,553.3360000000,g
3015578Actual-ConsumedMaterialconsumed558.3480000000g,3015578Actual-Consumed,,Material consumed,558.3480000000,g
3015587Actual-ConsumedMaterialconsumed481.6560000000g,3015587Actual-Consumed,,Material consumed,481.6560000000,g
3015596Actual-ConsumedMaterialconsumed476.6580000000g,3015596Actual-Consumed,,Material consumed,476.6580000000,g
3015831Actual-ConsumedMaterialconsumed344.2180000000g,3015831Actual-Consumed,,Material consumed,344.2180000000,g
3015841Actual-ConsumedMaterialconsumed493.3040000000g,3015841Actual-Consumed,,Material consumed,493.3040000000,g
3015871Actual-ConsumedMaterialconsumed422.6880000000g,3015871Actual-Consumed,,Material consumed,422.6880000000,g
3015901Actual-ConsumedMaterialconsumed421.6940000000g,3015901Actual-Consumed,,Material consumed,421.6940000000,g
3015923Actual-ConsumedMaterialconsumed651.0000000000g,3015923Actual-Consumed,,Material consumed,651.0000000000,g
3015933Actual-ConsumedMaterialconsumed640.0000000000g,3015933Actual-Consumed,,Material consumed,640.0000000000,g
3015943Actual-ConsumedMaterialconsumed398.0000000000g,3015943Actual-Consumed,,Material consumed,398.0000000000,g
3015953Actual-ConsumedMaterialconsumed391.0000000000g,3015953Actual-Consumed,,Material consumed,391.0000000000,g
3016055Actual-ConsumedMaterialconsumed1000.0000000000g,3016055Actual-Consumed,,Material consumed,1000.0000000000,g
3016064Actual-ConsumedMaterialconsumed1005.0000000000g,3016064Actual-Consumed,,Material consumed,1005.0000000000,g
3016212Actual-ConsumedMaterialconsumed1010.0000000000g,3016212Actual-Consumed,,Material consumed,1010.0000000000,g
3016221Actual-ConsumedMaterialconsumed1020.0000000000g,3016221Actual-Consumed,,Material consumed,1020.0000000000,g
3016396Actual-ConsumedMaterialconsumed470.2880000000g,3016396Actual-Consumed,,Material consumed,470.2880000000,g
3016405Actual-ConsumedMaterialconsumed409.6960000000g,3016405Actual-Consumed,,Material consumed,409.6960000000,g
3016425Actual-ConsumedMaterialconsumed585.3540000000g,3016425Actual-Consumed,,Material consumed,585.3540000000,g
3016434Actual-ConsumedMaterialconsumed494.6340000000g,3016434Actual-Consumed,,Material consumed,494.6340000000,g
3016443Actual-ConsumedMaterialconsumed585.3540000000g,3016443Actual-Consumed,,Material consumed,585.3540000000,g
3016623Actual-ConsumedMaterialconsumed682.0000000000g,3016623Actual-Consumed,,Material consumed,682.0000000000,g
3016633Actual-ConsumedMaterialconsumed686.0000000000g,3016633Actual-Consumed,,Material consumed,686.0000000000,g
3016643Actual-ConsumedMaterialconsumed426.0000000000g,3016643Actual-Consumed,,Material consumed,426.0000000000,g
3016653Actual-ConsumedMaterialconsumed425.0000000000g,3016653Actual-Consumed,,Material consumed,425.0000000000,g
3016669Actual-ConsumedMaterialconsumed1037.0000000000g,3016669Actual-Consumed,,Material consumed,1037.0000000000,g
3016678Actual-ConsumedMaterialconsumed1039.0000000000g,3016678Actual-Consumed,,Material consumed,1039.0000000000,g
3016802Actual-ConsumedMaterialconsumed530.3200000000g,3016802Actual-Consumed,,Material consumed,530.3200000000,g
3016811Actual-ConsumedMaterialconsumed610.3720000000g,3016811Actual-Consumed,,Material consumed,610.3720000000,g
3016820Actual-ConsumedMaterialconsumed519.6240000000g,3016820Actual-Consumed,,Material consumed,519.6240000000,g
3016829Actual-ConsumedMaterialconsumed514.6260000000g,3016829Actual-Consumed,,Material consumed,514.6260000000,g
3016891Actual-ConsumedMaterialconsumed1037.0000000000g,3016891Actual-Consumed,,Material consumed,1037.0000000000,g
3016900Actual-ConsumedMaterialconsumed1032.0000000000g,3016900Actual-Consumed,,Material consumed,1032.0000000000,g
3017088Actual-ConsumedMaterialconsumed644.0000000000g,3017088Actual-Consumed,,Material consumed,644.0000000000,g
3017098Actual-ConsumedMaterialconsumed649.0000000000g,3017098Actual-Consumed,,Material consumed,649.0000000000,g
3017108Actual-ConsumedMaterialconsumed406.0000000000g,3017108Actual-Consumed,,Material consumed,406.0000000000,g
3017118Actual-ConsumedMaterialconsumed404.0000000000g,3017118Actual-Consumed,,Material consumed,404.0000000000,g
3017127Actual-ConsumedMaterialconsumed664.9940000000g,3017127Actual-Consumed,,Material consumed,664.9940000000,g
3017136Actual-ConsumedMaterialconsumed664.9940000000g,3017136Actual-Consumed,,Material consumed,664.9940000000,g
3017145Actual-ConsumedMaterialconsumed409.9920000000g,3017145Actual-Consumed,,Material consumed,409.9920000000,g
3017154Actual-ConsumedMaterialconsumed409.9920000000g,3017154Actual-Consumed,,Material consumed,409.9920000000,g
3017235Actual-ConsumedMaterialconsumed1030.0000000000g,3017235Actual-Consumed,,Material consumed,1030.0000000000,g
3017244Actual-ConsumedMaterialconsumed1030.0000000000g,3017244Actual-Consumed,,Material consumed,1030.0000000000,g
3017520Actual-ConsumedMaterialconsumed422.0040000000g,3017520Actual-Consumed,,Material consumed,422.0040000000,g
3017529Actual-ConsumedMaterialconsumed484.9900000000g,3017529Actual-Consumed,,Material consumed,484.9900000000,g
3017538Actual-ConsumedMaterialconsumed345.9940000000g,3017538Actual-Consumed,,Material consumed,345.9940000000,g
3017547Actual-ConsumedMaterialconsumed338.9980000000g,3017547Actual-Consumed,,Material consumed,338.9980000000,g
3017573Actual-ConsumedMaterialconsumed583.0000000000g,3017573Actual-Consumed,,Material consumed,583.0000000000,g
3017582Actual-ConsumedMaterialconsumed583.0000000000g,3017582Actual-Consumed,,Material consumed,583.0000000000,g
3017592Actual-ConsumedMaterialconsumed424.0000000000g,3017592Actual-Consumed,,Material consumed,424.0000000000,g
3017601Actual-ConsumedMaterialconsumed429.0000000000g,3017601Actual-Consumed,,Material consumed,429.0000000000,g
3017648Actual-ConsumedMaterialconsumed622.0000000000g,3017648Actual-Consumed,,Material consumed,622.0000000000,g
3017658Actual-ConsumedMaterialconsumed625.0000000000g,3017658Actual-Consumed,,Material consumed,625.0000000000,g
3017668Actual-ConsumedMaterialconsumed390.0000000000g,3017668Actual-Consumed,,Material consumed,390.0000000000,g
3017678Actual-ConsumedMaterialconsumed388.0000000000g,3017678Actual-Consumed,,Material consumed,388.0000000000,g
3017870Actual-ConsumedMaterialconsumed666.9960000000g,3017870Actual-Consumed,,Material consumed,666.9960000000,g
3017879Actual-ConsumedMaterialconsumed662.9920000000g,3017879Actual-Consumed,,Material consumed,662.9920000000,g
