PrimaryKey,id,description,value,valueUnitOfMeasure
158745720minutes,158745,Downtime in BREADBLAST04,720,minutes
158746720minutes,158746,Downtime in BREADBLAST04,720,minutes
158747720minutes,158747,Downtime in BREADBLAST04,720,minutes
158748720minutes,158748,Downtime in BREADBLAST04,720,minutes
158749720minutes,158749,Downtime in BREADBLAST04,720,minutes
158750720minutes,158750,Downtime in BREADBLAST04,720,minutes
158751720minutes,158751,Downtime in BREADBLAST04,720,minutes
158752720minutes,158752,Downtime in BREADBLAST04,720,minutes
158753720minutes,158753,Downtime in BREADBLAST04,720,minutes
158754324minutes,158754,Downtime in BREADBLAST04,324,minutes
15876940minutes,158769,Downtime in BREADBLAST04,40,minutes
15877329minutes,158773,Downtime in BREADBLAST06,29,minutes
15877621minutes,158776,Downtime in BREADBLAST04,21,minutes
15877837minutes,158778,Downtime in BREADBLAST07,37,minutes
1587917minutes,158791,Downtime in BREADBLAST07,7,minutes
15878228minutes,158782,Downtime in BREADBLAST04,28,minutes
15881027minutes,158810,Downtime in BREADBLAST04,27,minutes
1588344minutes,158834,Downtime in BREADBLAST06,4,minutes
16334219minutes,163342,Downtime in BREADBLAST06,19,minutes
16334631minutes,163346,Downtime in BREADBLAST07,31,minutes
1633514minutes,163351,Downtime in BREADBLAST06,4,minutes
1633526minutes,163352,Downtime in BREADBLAST06,6,minutes
16335010minutes,163350,Downtime in BREADBLAST06,10,minutes
16335320minutes,163353,Downtime in BREADBLAST07,20,minutes
16336831minutes,163368,Downtime in BREADBLAST07,31,minutes
16339241minutes,163392,Downtime in BREADBLAST04,41,minutes
16340378minutes,163403,Downtime in BREADBLAST07,78,minutes
16342713minutes,163427,Downtime in BREADBLAST07,13,minutes
16338498minutes,163384,Downtime in BREADBLAST07,98,minutes
163386492minutes,163386,Downtime in BREADBLAST04,492,minutes
1634043minutes,163404,Downtime in BREADBLAST05,3,minutes
16343018minutes,163430,Downtime in BREADBLAST07,18,minutes
16343517minutes,163435,Downtime in BREADBLAST07,17,minutes
1633936minutes,163393,Downtime in BREADBLAST07,6,minutes
16342632minutes,163426,Downtime in BREADBLAST07,32,minutes
16341824minutes,163418,Downtime in BREADBLAST05,24,minutes
16347124minutes,163471,Downtime in BREADBLAST06,24,minutes
16341640minutes,163416,Downtime in BREADBLAST07,40,minutes
16341727minutes,163417,Downtime in BREADBLAST07,27,minutes
163475350minutes,163475,Downtime in BREADBLAST07,350,minutes
1596686minutes,159668,Downtime in BREADBLAST07,6,minutes
15967016minutes,159670,Downtime in BREADBLAST07,16,minutes
15967323minutes,159673,Downtime in BREADBLAST04,23,minutes
15967622minutes,159676,Downtime in BREADBLAST04,22,minutes
1596783minutes,159678,Downtime in BREADBLAST04,3,minutes
15969219minutes,159692,Downtime in BREADBLAST07,19,minutes
1596995minutes,159699,Downtime in BREADBLAST07,5,minutes
15973620minutes,159736,Downtime in BREADBLAST05,20,minutes
15971518minutes,159715,Downtime in BREADBLAST07,18,minutes
15976521minutes,159765,Downtime in BREADBLAST05,21,minutes
1597664minutes,159766,Downtime in BREADBLAST05,4,minutes
1597224minutes,159722,Downtime in BREADBLAST07,4,minutes
15974920minutes,159749,Downtime in BREADBLAST05,20,minutes
15975916minutes,159759,Downtime in BREADBLAST07,16,minutes
15975413minutes,159754,Downtime in BREADBLAST05,13,minutes
1586255minutes,158625,Downtime in BREADBLAST07,5,minutes
15865823minutes,158658,Downtime in BREADBLAST06,23,minutes
1586590minutes,158659,Downtime in BREADBLAST06,0,minutes
1586734minutes,158673,Downtime in BREADBLAST07,4,minutes
15868750minutes,158687,Downtime in BREADBLAST07,50,minutes
1587092minutes,158709,Downtime in BREADBLAST05,2,minutes
1587057minutes,158705,Downtime in BREADBLAST07,7,minutes
1587122minutes,158712,Downtime in BREADBLAST05,2,minutes
1587145minutes,158714,Downtime in BREADBLAST05,5,minutes
15871632minutes,158716,Downtime in BREADBLAST05,32,minutes
15835966minutes,158359,Downtime in BREADBLAST07,66,minutes
15838412minutes,158384,Downtime in BREADBLAST07,12,minutes
15839023minutes,158390,Downtime in BREADBLAST06,23,minutes
1583922minutes,158392,Downtime in BREADBLAST06,2,minutes
15838325minutes,158383,Downtime in BREADBLAST07,25,minutes
15839335minutes,158393,Downtime in BREADBLAST07,35,minutes
15840530minutes,158405,Downtime in BREADBLAST07,30,minutes
1584345minutes,158434,Downtime in BREADBLAST07,5,minutes
15843818minutes,158438,Downtime in BREADBLAST07,18,minutes
15846116minutes,158461,Downtime in BREADBLAST07,16,minutes
15842112minutes,158421,Downtime in BREADBLAST07,12,minutes
15839920minutes,158399,Downtime in BREADBLAST07,20,minutes
1584084minutes,158408,Downtime in BREADBLAST07,4,minutes
15841822minutes,158418,Downtime in BREADBLAST06,22,minutes
16024245minutes,160242,Downtime in BREADBLAST07,45,minutes
16020925minutes,160209,Downtime in BREADBLAST06,25,minutes
1602345minutes,160234,Downtime in BREADBLAST07,5,minutes
1602702minutes,160270,Downtime in BREADBLAST04,2,minutes
160277423minutes,160277,Downtime in BREADBLAST05,423,minutes
160278720minutes,160278,Downtime in BREADBLAST05,720,minutes
160279720minutes,160279,Downtime in BREADBLAST05,720,minutes
16024819minutes,160248,Downtime in BREADBLAST06,19,minutes
16026940minutes,160269,Downtime in BREADBLAST07,40,minutes
160280720minutes,160280,Downtime in BREADBLAST05,720,minutes
160281720minutes,160281,Downtime in BREADBLAST05,720,minutes
160282720minutes,160282,Downtime in BREADBLAST05,720,minutes
160283720minutes,160283,Downtime in BREADBLAST05,720,minutes
160284218minutes,160284,Downtime in BREADBLAST05,218,minutes
16028621minutes,160286,Downtime in BREADBLAST05,21,minutes
16029721minutes,160297,Downtime in BREADBLAST05,21,minutes
16030136minutes,160301,Downtime in BREADBLAST05,36,minutes
16031420minutes,160314,Downtime in BREADBLAST05,20,minutes
16031920minutes,160319,Downtime in BREADBLAST05,20,minutes
16032510minutes,160325,Downtime in BREADBLAST05,10,minutes
155683720minutes,155683,Downtime in BREADBLAST04,720,minutes
1575712minutes,157571,Downtime in BREADBLAST07,2,minutes
1575802minutes,157580,Downtime in BREADBLAST06,2,minutes
15758810minutes,157588,Downtime in BREADBLAST06,10,minutes
1575983minutes,157598,Downtime in BREADBLAST07,3,minutes
1575397minutes,157539,Downtime in BREADBLAST07,7,minutes
1575462minutes,157546,Downtime in BREADBLAST07,2,minutes
1575782minutes,157578,Downtime in BREADBLAST07,2,minutes
15571328minutes,155713,Downtime in BREADBLAST05,28,minutes
1557142minutes,155714,Downtime in BREADBLAST06,2,minutes
15571821minutes,155718,Downtime in BREADBLAST06,21,minutes
15572932minutes,155729,Downtime in BREADBLAST07,32,minutes
1588782minutes,158878,Downtime in BREADBLAST04,2,minutes
15888124minutes,158881,Downtime in BREADBLAST04,24,minutes
15888624minutes,158886,Downtime in BREADBLAST04,24,minutes
15892122minutes,158921,Downtime in BREADBLAST05,22,minutes
15890223minutes,158902,Downtime in BREADBLAST04,23,minutes
1589039minutes,158903,Downtime in BREADBLAST04,9,minutes
15890821minutes,158908,Downtime in BREADBLAST04,21,minutes
15891021minutes,158910,Downtime in BREADBLAST04,21,minutes
15891523minutes,158915,Downtime in BREADBLAST04,23,minutes
15892021minutes,158920,Downtime in BREADBLAST04,21,minutes
15892315minutes,158923,Downtime in BREADBLAST05,15,minutes
1589076minutes,158907,Downtime in BREADBLAST07,6,minutes
1589168minutes,158916,Downtime in BREADBLAST04,8,minutes
15893311minutes,158933,Downtime in BREADBLAST04,11,minutes
15894021minutes,158940,Downtime in BREADBLAST04,21,minutes
158930111minutes,158930,Downtime in BREADBLAST04,111,minutes
15893718minutes,158937,Downtime in BREADBLAST04,18,minutes
1589646minutes,158964,Downtime in BREADBLAST07,6,minutes
1589397minutes,158939,Downtime in BREADBLAST07,7,minutes
15894424minutes,158944,Downtime in BREADBLAST07,24,minutes
15895926minutes,158959,Downtime in BREADBLAST06,26,minutes
15806915minutes,158069,Downtime in BREADBLAST07,15,minutes
15812727minutes,158127,Downtime in BREADBLAST07,27,minutes
15807819minutes,158078,Downtime in BREADBLAST07,19,minutes
158124121minutes,158124,Downtime in BREADBLAST07,121,minutes
15810420minutes,158104,Downtime in BREADBLAST06,20,minutes
15813021minutes,158130,Downtime in BREADBLAST07,21,minutes
1581339minutes,158133,Downtime in BREADBLAST07,9,minutes
15815519minutes,158155,Downtime in BREADBLAST07,19,minutes
158172720minutes,158172,Downtime in BREADBLAST04,720,minutes
1581616minutes,158161,Downtime in BREADBLAST07,6,minutes
1582035minutes,158203,Downtime in BREADBLAST07,5,minutes
15821017minutes,158210,Downtime in BREADBLAST07,17,minutes
15822413minutes,158224,Downtime in BREADBLAST06,13,minutes
1582328minutes,158232,Downtime in BREADBLAST06,8,minutes
15824022minutes,158240,Downtime in BREADBLAST06,22,minutes
1582870minutes,158287,Downtime in BREADBLAST04,0,minutes
158288720minutes,158288,Downtime in BREADBLAST04,720,minutes
158289-1minutes,158289,Downtime in BREADBLAST04,-1,minutes
1651533minutes,165153,Downtime in BREADBLAST06,3,minutes
16515514minutes,165155,Downtime in BREADBLAST06,14,minutes
1651563minutes,165156,Downtime in BREADBLAST06,3,minutes
16516810minutes,165168,Downtime in BREADBLAST05,10,minutes
16518221minutes,165182,Downtime in BREADBLAST04,21,minutes
1651856minutes,165185,Downtime in BREADBLAST04,6,minutes
16516623minutes,165166,Downtime in BREADBLAST05,23,minutes
16519117minutes,165191,Downtime in BREADBLAST05,17,minutes
16519326minutes,165193,Downtime in BREADBLAST05,26,minutes
1651745minutes,165174,Downtime in BREADBLAST05,5,minutes
16520320minutes,165203,Downtime in BREADBLAST04,20,minutes
16521211minutes,165212,Downtime in BREADBLAST06,11,minutes
1651877minutes,165187,Downtime in BREADBLAST04,7,minutes
16520015minutes,165200,Downtime in BREADBLAST06,15,minutes
1652209minutes,165220,Downtime in BREADBLAST06,9,minutes
16522523minutes,165225,Downtime in BREADBLAST06,23,minutes
16522821minutes,165228,Downtime in BREADBLAST06,21,minutes
1652303minutes,165230,Downtime in BREADBLAST06,3,minutes
16524117minutes,165241,Downtime in BREADBLAST05,17,minutes
1576053minutes,157605,Downtime in BREADBLAST07,3,minutes
1576073minutes,157607,Downtime in BREADBLAST07,3,minutes
157635720minutes,157635,Downtime in BREADBLAST04,720,minutes
1576495minutes,157649,Downtime in BREADBLAST07,5,minutes
15765213minutes,157652,Downtime in BREADBLAST06,13,minutes
15765624minutes,157656,Downtime in BREADBLAST07,24,minutes
15768285minutes,157682,Downtime in BREADBLAST07,85,minutes
15769917minutes,157699,Downtime in BREADBLAST06,17,minutes
15770015minutes,157700,Downtime in BREADBLAST06,15,minutes
15770375minutes,157703,Downtime in BREADBLAST07,75,minutes
15770433minutes,157704,Downtime in BREADBLAST07,33,minutes
1577132minutes,157713,Downtime in BREADBLAST07,2,minutes
1577174minutes,157717,Downtime in BREADBLAST07,4,minutes
1635504minutes,163550,Downtime in BREADBLAST05,4,minutes
163528348minutes,163528,Downtime in BREADBLAST07,348,minutes
163529456minutes,163529,Downtime in BREADBLAST07,456,minutes
16353254minutes,163532,Downtime in BREADBLAST07,54,minutes
16358222minutes,163582,Downtime in BREADBLAST05,22,minutes
16356528minutes,163565,Downtime in BREADBLAST05,28,minutes
16356658minutes,163566,Downtime in BREADBLAST05,58,minutes
16357757minutes,163577,Downtime in BREADBLAST05,57,minutes
1635783minutes,163578,Downtime in BREADBLAST06,3,minutes
16356712minutes,163567,Downtime in BREADBLAST05,12,minutes
1635795minutes,163579,Downtime in BREADBLAST06,5,minutes
16359326minutes,163593,Downtime in BREADBLAST05,26,minutes
16359712minutes,163597,Downtime in BREADBLAST06,12,minutes
16361214minutes,163612,Downtime in BREADBLAST06,14,minutes
1635955minutes,163595,Downtime in BREADBLAST05,5,minutes
1636063minutes,163606,Downtime in BREADBLAST05,3,minutes
1636075minutes,163607,Downtime in BREADBLAST05,5,minutes
16359816minutes,163598,Downtime in BREADBLAST05,16,minutes
163631720minutes,163631,Downtime in BREADBLAST07,720,minutes
1590827minutes,159082,Downtime in BREADBLAST07,7,minutes
15910119minutes,159101,Downtime in BREADBLAST04,19,minutes
1591039minutes,159103,Downtime in BREADBLAST04,9,minutes
15913321minutes,159133,Downtime in BREADBLAST04,21,minutes
1591368minutes,159136,Downtime in BREADBLAST04,8,minutes
1590992minutes,159099,Downtime in BREADBLAST06,2,minutes
15914115minutes,159141,Downtime in BREADBLAST07,15,minutes
1591056minutes,159105,Downtime in BREADBLAST07,6,minutes
1591505minutes,159150,Downtime in BREADBLAST06,5,minutes
1591512minutes,159151,Downtime in BREADBLAST06,2,minutes
1591715minutes,159171,Downtime in BREADBLAST07,5,minutes
1605203minutes,160520,Downtime in BREADBLAST07,3,minutes
16053114minutes,160531,Downtime in BREADBLAST06,14,minutes
160615185minutes,160615,Downtime in BREADBLAST05,185,minutes
16062077minutes,160620,Downtime in BREADBLAST07,77,minutes
1605483minutes,160548,Downtime in BREADBLAST07,3,minutes
1606228minutes,160622,Downtime in BREADBLAST07,8,minutes
16062422minutes,160624,Downtime in BREADBLAST05,22,minutes
16062821minutes,160628,Downtime in BREADBLAST05,21,minutes
16063121minutes,160631,Downtime in BREADBLAST05,21,minutes
16062352minutes,160623,Downtime in BREADBLAST05,52,minutes
16064128minutes,160641,Downtime in BREADBLAST07,28,minutes
1606428minutes,160642,Downtime in BREADBLAST07,8,minutes
16060314minutes,160603,Downtime in BREADBLAST06,14,minutes
16060511minutes,160605,Downtime in BREADBLAST07,11,minutes
16062722minutes,160627,Downtime in BREADBLAST04,22,minutes
1606453minutes,160645,Downtime in BREADBLAST07,3,minutes
16063426minutes,160634,Downtime in BREADBLAST05,26,minutes
16063722minutes,160637,Downtime in BREADBLAST05,22,minutes
16302013minutes,163020,Downtime in BREADBLAST06,13,minutes
16308513minutes,163085,Downtime in BREADBLAST06,13,minutes
159352197minutes,159352,Downtime in BREADBLAST07,197,minutes
15935717minutes,159357,Downtime in BREADBLAST06,17,minutes
15936119minutes,159361,Downtime in BREADBLAST04,19,minutes
15931819minutes,159318,Downtime in BREADBLAST06,19,minutes
1593190minutes,159319,Downtime in BREADBLAST06,0,minutes
15933413minutes,159334,Downtime in BREADBLAST06,13,minutes
1593473minutes,159347,Downtime in BREADBLAST06,3,minutes
1593243minutes,159324,Downtime in BREADBLAST04,3,minutes
15937149minutes,159371,Downtime in BREADBLAST07,49,minutes
1593833minutes,159383,Downtime in BREADBLAST07,3,minutes
1593482minutes,159348,Downtime in BREADBLAST06,2,minutes
15937621minutes,159376,Downtime in BREADBLAST04,21,minutes
15938029minutes,159380,Downtime in BREADBLAST04,29,minutes
1593933minutes,159393,Downtime in BREADBLAST06,3,minutes
1594323minutes,159432,Downtime in BREADBLAST07,3,minutes
15935917minutes,159359,Downtime in BREADBLAST06,17,minutes
15936524minutes,159365,Downtime in BREADBLAST06,24,minutes
15937523minutes,159375,Downtime in BREADBLAST04,23,minutes
15938214minutes,159382,Downtime in BREADBLAST04,14,minutes
159378138minutes,159378,Downtime in BREADBLAST06,138,minutes
1577063minutes,157706,Downtime in BREADBLAST07,3,minutes
1577104minutes,157710,Downtime in BREADBLAST07,4,minutes
1577182minutes,157718,Downtime in BREADBLAST07,2,minutes
1577234minutes,157723,Downtime in BREADBLAST07,4,minutes
1577224minutes,157722,Downtime in BREADBLAST07,4,minutes
1577533minutes,157753,Downtime in BREADBLAST07,3,minutes
1577438minutes,157743,Downtime in BREADBLAST07,8,minutes
15774731minutes,157747,Downtime in BREADBLAST07,31,minutes
1577376minutes,157737,Downtime in BREADBLAST07,6,minutes
15775727minutes,157757,Downtime in BREADBLAST05,27,minutes
1577597minutes,157759,Downtime in BREADBLAST07,7,minutes
15777528minutes,157775,Downtime in BREADBLAST07,28,minutes
1577896minutes,157789,Downtime in BREADBLAST07,6,minutes
15779211minutes,157792,Downtime in BREADBLAST06,11,minutes
16310735minutes,163107,Downtime in BREADBLAST04,35,minutes
16309311minutes,163093,Downtime in BREADBLAST04,11,minutes
16311612minutes,163116,Downtime in BREADBLAST05,12,minutes
16318320minutes,163183,Downtime in BREADBLAST06,20,minutes
1631502minutes,163150,Downtime in BREADBLAST04,2,minutes
16317112minutes,163171,Downtime in BREADBLAST05,12,minutes
1607844minutes,160784,Downtime in BREADBLAST07,4,minutes
1607943minutes,160794,Downtime in BREADBLAST05,3,minutes
1608185minutes,160818,Downtime in BREADBLAST07,5,minutes
16084025minutes,160840,Downtime in BREADBLAST05,25,minutes
1608444minutes,160844,Downtime in BREADBLAST05,4,minutes
16085421minutes,160854,Downtime in BREADBLAST07,21,minutes
16089224minutes,160892,Downtime in BREADBLAST04,24,minutes
1608949minutes,160894,Downtime in BREADBLAST04,9,minutes
1608963minutes,160896,Downtime in BREADBLAST05,3,minutes
1608702minutes,160870,Downtime in BREADBLAST07,2,minutes
1608907minutes,160890,Downtime in BREADBLAST07,7,minutes
1608982minutes,160898,Downtime in BREADBLAST05,2,minutes
1609012minutes,160901,Downtime in BREADBLAST05,2,minutes
1609073minutes,160907,Downtime in BREADBLAST06,3,minutes
1609276minutes,160927,Downtime in BREADBLAST07,6,minutes
16086921minutes,160869,Downtime in BREADBLAST06,21,minutes
1595617minutes,159561,Downtime in BREADBLAST05,7,minutes
15954841minutes,159548,Downtime in BREADBLAST07,41,minutes
15955638minutes,159556,Downtime in BREADBLAST07,38,minutes
1595726minutes,159572,Downtime in BREADBLAST07,6,minutes
15961724minutes,159617,Downtime in BREADBLAST04,24,minutes
15956022minutes,159560,Downtime in BREADBLAST05,22,minutes
1582736minutes,158273,Downtime in BREADBLAST07,6,minutes
15827516minutes,158275,Downtime in BREADBLAST07,16,minutes
1582900minutes,158290,Downtime in BREADBLAST04,0,minutes
158291720minutes,158291,Downtime in BREADBLAST04,720,minutes
158292-1minutes,158292,Downtime in BREADBLAST04,-1,minutes
15829821minutes,158298,Downtime in BREADBLAST06,21,minutes
15830725minutes,158307,Downtime in BREADBLAST07,25,minutes
1583444minutes,158344,Downtime in BREADBLAST07,4,minutes
15834525minutes,158345,Downtime in BREADBLAST07,25,minutes
15832244minutes,158322,Downtime in BREADBLAST07,44,minutes
1583278minutes,158327,Downtime in BREADBLAST05,8,minutes
15833217minutes,158332,Downtime in BREADBLAST07,17,minutes
158348720minutes,158348,Downtime in BREADBLAST04,720,minutes
15832622minutes,158326,Downtime in BREADBLAST05,22,minutes
15836626minutes,158366,Downtime in BREADBLAST06,26,minutes
1628142minutes,162814,Downtime in BREADBLAST06,2,minutes
16285423minutes,162854,Downtime in BREADBLAST05,23,minutes
1628578minutes,162857,Downtime in BREADBLAST05,8,minutes
16286130minutes,162861,Downtime in BREADBLAST04,30,minutes
16286427minutes,162864,Downtime in BREADBLAST04,27,minutes
16288412minutes,162884,Downtime in BREADBLAST06,12,minutes
16286831minutes,162868,Downtime in BREADBLAST04,31,minutes
1628693minutes,162869,Downtime in BREADBLAST04,3,minutes
16291923minutes,162919,Downtime in BREADBLAST04,23,minutes
1629209minutes,162920,Downtime in BREADBLAST04,9,minutes
15993323minutes,159933,Downtime in BREADBLAST06,23,minutes
15994449minutes,159944,Downtime in BREADBLAST07,49,minutes
15997623minutes,159976,Downtime in BREADBLAST06,23,minutes
15995025minutes,159950,Downtime in BREADBLAST04,25,minutes
15995315minutes,159953,Downtime in BREADBLAST04,15,minutes
159955200minutes,159955,Downtime in BREADBLAST06,200,minutes
15998412minutes,159984,Downtime in BREADBLAST06,12,minutes
1599857minutes,159985,Downtime in BREADBLAST06,7,minutes
1599954minutes,159995,Downtime in BREADBLAST07,4,minutes
15995929minutes,159959,Downtime in BREADBLAST06,29,minutes
15997339minutes,159973,Downtime in BREADBLAST07,39,minutes
1600143minutes,160014,Downtime in BREADBLAST07,3,minutes
1600133minutes,160013,Downtime in BREADBLAST07,3,minutes
1600323minutes,160032,Downtime in BREADBLAST07,3,minutes
15822731minutes,158227,Downtime in BREADBLAST07,31,minutes
1582626minutes,158262,Downtime in BREADBLAST07,6,minutes
15813823minutes,158138,Downtime in BREADBLAST05,23,minutes
1581392minutes,158139,Downtime in BREADBLAST05,2,minutes
15982823minutes,159828,Downtime in BREADBLAST05,23,minutes
15985721minutes,159857,Downtime in BREADBLAST04,21,minutes
1598785minutes,159878,Downtime in BREADBLAST04,5,minutes
15988918minutes,159889,Downtime in BREADBLAST04,18,minutes
15989025minutes,159890,Downtime in BREADBLAST06,25,minutes
1598936minutes,159893,Downtime in BREADBLAST07,6,minutes
15983021minutes,159830,Downtime in BREADBLAST05,21,minutes
15985921minutes,159859,Downtime in BREADBLAST04,21,minutes
15988621minutes,159886,Downtime in BREADBLAST04,21,minutes
15989622minutes,159896,Downtime in BREADBLAST04,22,minutes
15990061minutes,159900,Downtime in BREADBLAST07,61,minutes
1598635minutes,159863,Downtime in BREADBLAST07,5,minutes
15987911minutes,159879,Downtime in BREADBLAST07,11,minutes
15988419minutes,159884,Downtime in BREADBLAST04,19,minutes
1598911minutes,159891,Downtime in BREADBLAST06,1,minutes
15990782minutes,159907,Downtime in BREADBLAST04,82,minutes
15990822minutes,159908,Downtime in BREADBLAST04,22,minutes
15991618minutes,159916,Downtime in BREADBLAST04,18,minutes
1599237minutes,159923,Downtime in BREADBLAST07,7,minutes
1599255minutes,159925,Downtime in BREADBLAST06,5,minutes
15991320minutes,159913,Downtime in BREADBLAST04,20,minutes
1599306minutes,159930,Downtime in BREADBLAST06,6,minutes
1599415minutes,159941,Downtime in BREADBLAST04,5,minutes
15995828minutes,159958,Downtime in BREADBLAST06,28,minutes
1599615minutes,159961,Downtime in BREADBLAST07,5,minutes
16498016minutes,164980,Downtime in BREADBLAST04,16,minutes
1649924minutes,164992,Downtime in BREADBLAST04,4,minutes
16498418minutes,164984,Downtime in BREADBLAST06,18,minutes
1650453minutes,165045,Downtime in BREADBLAST05,3,minutes
16499121minutes,164991,Downtime in BREADBLAST04,21,minutes
16500416minutes,165004,Downtime in BREADBLAST04,16,minutes
16501115minutes,165011,Downtime in BREADBLAST05,15,minutes
16504218minutes,165042,Downtime in BREADBLAST04,18,minutes
16506416minutes,165064,Downtime in BREADBLAST06,16,minutes
16503748minutes,165037,Downtime in BREADBLAST04,48,minutes
1617694minutes,161769,Downtime in BREADBLAST07,4,minutes
16183516minutes,161835,Downtime in BREADBLAST04,16,minutes
1618445minutes,161844,Downtime in BREADBLAST07,5,minutes
16182130minutes,161821,Downtime in BREADBLAST06,30,minutes
16182315minutes,161823,Downtime in BREADBLAST06,15,minutes
16182517minutes,161825,Downtime in BREADBLAST07,17,minutes
16183213minutes,161832,Downtime in BREADBLAST05,13,minutes
16184215minutes,161842,Downtime in BREADBLAST05,15,minutes
16186819minutes,161868,Downtime in BREADBLAST07,19,minutes
1618992minutes,161899,Downtime in BREADBLAST05,2,minutes
15979247minutes,159792,Downtime in BREADBLAST07,47,minutes
15977219minutes,159772,Downtime in BREADBLAST05,19,minutes
1597795minutes,159779,Downtime in BREADBLAST07,5,minutes
15979014minutes,159790,Downtime in BREADBLAST06,14,minutes
15981121minutes,159811,Downtime in BREADBLAST04,21,minutes
15981584minutes,159815,Downtime in BREADBLAST04,84,minutes
15981615minutes,159816,Downtime in BREADBLAST04,15,minutes
15981728minutes,159817,Downtime in BREADBLAST07,28,minutes
15982240minutes,159822,Downtime in BREADBLAST05,40,minutes
159823203minutes,159823,Downtime in BREADBLAST05,203,minutes
1598014minutes,159801,Downtime in BREADBLAST07,4,minutes
15983445minutes,159834,Downtime in BREADBLAST05,45,minutes
1598445minutes,159844,Downtime in BREADBLAST07,5,minutes
1557432minutes,155743,Downtime in BREADBLAST06,2,minutes
1607518minutes,160751,Downtime in BREADBLAST05,8,minutes
16077122minutes,160771,Downtime in BREADBLAST05,22,minutes
1607202minutes,160720,Downtime in BREADBLAST07,2,minutes
1607235minutes,160723,Downtime in BREADBLAST07,5,minutes
16072626minutes,160726,Downtime in BREADBLAST04,26,minutes
16073022minutes,160730,Downtime in BREADBLAST04,22,minutes
16073221minutes,160732,Downtime in BREADBLAST04,21,minutes
16073520minutes,160735,Downtime in BREADBLAST04,20,minutes
1607978minutes,160797,Downtime in BREADBLAST04,8,minutes
16080122minutes,160801,Downtime in BREADBLAST04,22,minutes
1608021minutes,160802,Downtime in BREADBLAST04,1,minutes
16079522minutes,160795,Downtime in BREADBLAST04,22,minutes
1607964minutes,160796,Downtime in BREADBLAST05,4,minutes
16084225minutes,160842,Downtime in BREADBLAST05,25,minutes
1608642minutes,160864,Downtime in BREADBLAST07,2,minutes
1592284minutes,159228,Downtime in BREADBLAST07,4,minutes
15928822minutes,159288,Downtime in BREADBLAST05,22,minutes
1592935minutes,159293,Downtime in BREADBLAST05,5,minutes
1592999minutes,159299,Downtime in BREADBLAST05,9,minutes
1593013minutes,159301,Downtime in BREADBLAST07,3,minutes
159272171minutes,159272,Downtime in BREADBLAST07,171,minutes
15928587minutes,159285,Downtime in BREADBLAST05,87,minutes
159315379minutes,159315,Downtime in BREADBLAST06,379,minutes
1592906minutes,159290,Downtime in BREADBLAST05,6,minutes
15929614minutes,159296,Downtime in BREADBLAST05,14,minutes
15929829minutes,159298,Downtime in BREADBLAST05,29,minutes
15926818minutes,159268,Downtime in BREADBLAST04,18,minutes
15927743minutes,159277,Downtime in BREADBLAST07,43,minutes
1593175minutes,159317,Downtime in BREADBLAST04,5,minutes
15933320minutes,159333,Downtime in BREADBLAST06,20,minutes
15933722minutes,159337,Downtime in BREADBLAST06,22,minutes
15934523minutes,159345,Downtime in BREADBLAST06,23,minutes
15845023minutes,158450,Downtime in BREADBLAST07,23,minutes
15849011minutes,158490,Downtime in BREADBLAST07,11,minutes
15849818minutes,158498,Downtime in BREADBLAST07,18,minutes
15848715minutes,158487,Downtime in BREADBLAST05,15,minutes
15850125minutes,158501,Downtime in BREADBLAST07,25,minutes
1585128minutes,158512,Downtime in BREADBLAST07,8,minutes
15851513minutes,158515,Downtime in BREADBLAST06,13,minutes
15853321minutes,158533,Downtime in BREADBLAST07,21,minutes
1585285minutes,158528,Downtime in BREADBLAST07,5,minutes
16395917minutes,163959,Downtime in BREADBLAST04,17,minutes
16400517minutes,164005,Downtime in BREADBLAST05,17,minutes
1640513minutes,164051,Downtime in BREADBLAST05,3,minutes
16405021minutes,164050,Downtime in BREADBLAST06,21,minutes
16411821minutes,164118,Downtime in BREADBLAST06,21,minutes
1641190minutes,164119,Downtime in BREADBLAST06,0,minutes
16066215minutes,160662,Downtime in BREADBLAST06,15,minutes
16066822minutes,160668,Downtime in BREADBLAST07,22,minutes
16070215minutes,160702,Downtime in BREADBLAST07,15,minutes
1607527minutes,160752,Downtime in BREADBLAST07,7,minutes
160754103minutes,160754,Downtime in BREADBLAST04,103,minutes
16068121minutes,160681,Downtime in BREADBLAST05,21,minutes
1607337minutes,160733,Downtime in BREADBLAST05,7,minutes
16074265minutes,160742,Downtime in BREADBLAST04,65,minutes
16074922minutes,160749,Downtime in BREADBLAST06,22,minutes
1606913minutes,160691,Downtime in BREADBLAST07,3,minutes
1607577minutes,160757,Downtime in BREADBLAST04,7,minutes
1607696minutes,160769,Downtime in BREADBLAST05,6,minutes
161345522minutes,161345,Downtime in BREADBLAST05,522,minutes
1613467minutes,161346,Downtime in BREADBLAST05,7,minutes
16136612minutes,161366,Downtime in BREADBLAST05,12,minutes
1613672minutes,161367,Downtime in BREADBLAST06,2,minutes
1613711minutes,161371,Downtime in BREADBLAST04,1,minutes
16139313minutes,161393,Downtime in BREADBLAST06,13,minutes
16139525minutes,161395,Downtime in BREADBLAST04,25,minutes
1614015minutes,161401,Downtime in BREADBLAST07,5,minutes
16140217minutes,161402,Downtime in BREADBLAST05,17,minutes
16140710minutes,161407,Downtime in BREADBLAST05,10,minutes
