PrimaryKey,id,description,effectiveTimestamp,operationsType,enterpriseFunction,category
158438-BREADBLAST07,158438-BREADBLAST07,Air Pocket Defect,2023-05-24T12:55:13,Maintenance,Maintenance management,Production Interruption
158461-BREADBLAST07,158461-BREADBLAST07,Air Pocket Defect,2023-05-24T16:14:26,Maintenance,Maintenance management,Production Interruption
158421-BREADBLAST07,158421-BREADBLAST07,Recipe Completion,2023-05-24T11:27:38,Maintenance,Maintenance management,Production Interruption
158399-BREADBLAST07,158399-BREADBLAST07,Air Pocket Defect,2023-05-24T07:54:26,Maintenance,Maintenance management,Production Interruption
158408-BREADBLAST07,158408-BREADBLAST07,Recipe Completion,2023-05-24T09:11:01,Maintenance,Maintenance management,Production Interruption
158418-BREADBLAST06,158418-BREADBLAST06,Oven Ventilation Check,2023-05-24T10:32:39,Maintenance,Maintenance management,Production Interruption
160242-BREADBLAST07,160242-BREADBLAST07,Air Pocket Defect,2023-06-06T09:36:15,Maintenance,Maintenance management,Production Interruption
160209-BREADBLAST06,160209-BREADBLAST06,Product/Size/Shape,2023-06-06T02:48:43,Maintenance,Maintenance management,Recipe Transition
160234-BREADBLAST07,160234-BREADBLAST07,Dough Roll Change,2023-06-06T08:13:42,Maintenance,Maintenance management,Batch Change
160270-BREADBLAST04,160270-BREADBLAST04,Air Pocket Defect,2023-06-06T14:27:26,Maintenance,Maintenance management,Production Interruption
160277-BREADBLAST05,160277-BREADBLAST05,Equipment Servicing,2023-06-03T04:57:25,Maintenance,Maintenance management,Scheduled Service
160278-BREADBLAST05,160278-BREADBLAST05,Equipment Servicing,2023-06-03T04:57:25,Maintenance,Maintenance management,Scheduled Service
160279-BREADBLAST05,160279-BREADBLAST05,Equipment Servicing,2023-06-03T04:57:25,Maintenance,Maintenance management,Scheduled Service
160248-BREADBLAST06,160248-BREADBLAST06,Oven Ventilation Check,2023-06-06T11:22:35,Maintenance,Maintenance management,Production Interruption
160269-BREADBLAST07,160269-BREADBLAST07,Product/Size/Shape,2023-06-06T13:47:32,Maintenance,Maintenance management,Recipe Transition
160280-BREADBLAST05,160280-BREADBLAST05,Equipment Servicing,2023-06-03T04:57:25,Maintenance,Maintenance management,Scheduled Service
160281-BREADBLAST05,160281-BREADBLAST05,Equipment Servicing,2023-06-03T04:57:25,Maintenance,Maintenance management,Scheduled Service
160282-BREADBLAST05,160282-BREADBLAST05,Equipment Servicing,2023-06-03T04:57:25,Maintenance,Maintenance management,Scheduled Service
160283-BREADBLAST05,160283-BREADBLAST05,Equipment Servicing,2023-06-03T04:57:25,Maintenance,Maintenance management,Scheduled Service
160284-BREADBLAST05,160284-BREADBLAST05,Equipment Servicing,2023-06-03T04:57:25,Maintenance,Maintenance management,Scheduled Service
160286-BREADBLAST05,160286-BREADBLAST05,Shift Start,2023-06-06T15:39:32,Maintenance,Maintenance management,Ready / Close Operations
160297-BREADBLAST05,160297-BREADBLAST05,Air Pocket Defect,2023-06-06T16:46:28,Maintenance,Maintenance management,Production Interruption
160301-BREADBLAST05,160301-BREADBLAST05,Air Pocket Defect,2023-06-06T17:27:52,Maintenance,Maintenance management,Production Interruption
160314-BREADBLAST05,160314-BREADBLAST05,Equipment Servicing,2023-06-06T19:16:03,Maintenance,Maintenance management,Scheduled Service
160319-BREADBLAST05,160319-BREADBLAST05,Equipment Servicing,2023-06-06T19:36:26,Maintenance,Maintenance management,Scheduled Service
160325-BREADBLAST05,160325-BREADBLAST05,Oven Prebaking,2023-06-06T20:39:47,Maintenance,Maintenance management,Machine Malfunction
155683-BREADBLAST04,155683-BREADBLAST04,Proofer Beam,2023-05-18T00:00:00,Maintenance,Maintenance management,Machine Malfunction
157571-BREADBLAST07,157571-BREADBLAST07,Staff Training,2023-05-18T18:52:03,Maintenance,Maintenance management,Ready / Close Operations
157580-BREADBLAST06,157580-BREADBLAST06,Product/Size/Shape,2023-05-18T19:35:22,Maintenance,Maintenance management,Recipe Transition
157588-BREADBLAST06,157588-BREADBLAST06,Product/Size/Shape,2023-05-18T20:08:51,Maintenance,Maintenance management,Recipe Transition
157598-BREADBLAST07,157598-BREADBLAST07,Staff Training,2023-05-18T21:18:46,Maintenance,Maintenance management,Ready / Close Operations
157539-BREADBLAST07,157539-BREADBLAST07,Staff Training,2023-05-18T14:21:50,Maintenance,Maintenance management,Ready / Close Operations
157546-BREADBLAST07,157546-BREADBLAST07,Staff Training,2023-05-18T15:26:09,Maintenance,Maintenance management,Ready / Close Operations
157578-BREADBLAST07,157578-BREADBLAST07,Staff Training,2023-05-18T19:32:54,Maintenance,Maintenance management,Ready / Close Operations
155713-BREADBLAST05,155713-BREADBLAST05,Air Pocket Defect,2023-05-18T08:30:23,Maintenance,Maintenance management,Production Interruption
155714-BREADBLAST06,155714-BREADBLAST06,Air Pocket Defect,2023-05-18T09:03:20,Maintenance,Maintenance management,Production Interruption
155718-BREADBLAST06,155718-BREADBLAST06,Air Pocket Defect,2023-05-18T10:11:00,Maintenance,Maintenance management,Production Interruption
155729-BREADBLAST07,155729-BREADBLAST07,Air Pocket Defect,2023-05-18T11:18:00,Maintenance,Maintenance management,Production Interruption
158878-BREADBLAST04,158878-BREADBLAST04,Air Pocket Defect,2023-05-27T09:31:28,Maintenance,Maintenance management,Production Interruption
158881-BREADBLAST04,158881-BREADBLAST04,Air Pocket Defect,2023-05-27T09:42:40,Maintenance,Maintenance management,Production Interruption
158886-BREADBLAST04,158886-BREADBLAST04,Air Pocket Defect,2023-05-27T09:07:58,Maintenance,Maintenance management,Production Interruption
158921-BREADBLAST05,158921-BREADBLAST05,Oven Ventilation Check,2023-05-27T14:47:39,Maintenance,Maintenance management,Production Interruption
158902-BREADBLAST04,158902-BREADBLAST04,Air Pocket Defect,2023-05-27T12:16:15,Maintenance,Maintenance management,Production Interruption
158903-BREADBLAST04,158903-BREADBLAST04,Air Pocket Defect,2023-05-27T12:39:21,Maintenance,Maintenance management,Production Interruption
158908-BREADBLAST04,158908-BREADBLAST04,Air Pocket Defect,2023-05-27T13:16:29,Maintenance,Maintenance management,Production Interruption
158910-BREADBLAST04,158910-BREADBLAST04,Air Pocket Defect,2023-05-27T13:37:29,Maintenance,Maintenance management,Production Interruption
158915-BREADBLAST04,158915-BREADBLAST04,Air Pocket Defect,2023-05-27T13:58:34,Maintenance,Maintenance management,Production Interruption
158920-BREADBLAST04,158920-BREADBLAST04,Air Pocket Defect,2023-05-27T14:32:59,Maintenance,Maintenance management,Production Interruption
158923-BREADBLAST05,158923-BREADBLAST05,Oven Ventilation Check,2023-05-27T15:09:16,Maintenance,Maintenance management,Production Interruption
158907-BREADBLAST07,158907-BREADBLAST07,Air Pocket Defect,2023-05-27T13:18:35,Maintenance,Maintenance management,Production Interruption
158916-BREADBLAST04,158916-BREADBLAST04,Air Pocket Defect,2023-05-27T14:21:22,Maintenance,Maintenance management,Production Interruption
158933-BREADBLAST04,158933-BREADBLAST04,Sieve Change,2023-05-27T16:44:38,Maintenance,Maintenance management,Production Interruption
158940-BREADBLAST04,158940-BREADBLAST04,Air Pocket Defect,2023-05-27T17:56:33,Maintenance,Maintenance management,Production Interruption
158930-BREADBLAST04,158930-BREADBLAST04,Sieve Change,2023-05-27T14:53:52,Maintenance,Maintenance management,Production Interruption
158937-BREADBLAST04,158937-BREADBLAST04,Air Pocket Defect,2023-05-27T17:11:23,Maintenance,Maintenance management,Production Interruption
158964-BREADBLAST07,158964-BREADBLAST07,Air Pocket Defect,2023-05-27T23:23:56,Maintenance,Maintenance management,Production Interruption
158939-BREADBLAST07,158939-BREADBLAST07,Air Pocket Defect,2023-05-27T18:05:05,Maintenance,Maintenance management,Production Interruption
158944-BREADBLAST07,158944-BREADBLAST07,Air Pocket Defect,2023-05-27T18:20:08,Maintenance,Maintenance management,Production Interruption
158959-BREADBLAST06,158959-BREADBLAST06,Oven Ventilation Check,2023-05-27T20:48:52,Maintenance,Maintenance management,Production Interruption
158069-BREADBLAST07,158069-BREADBLAST07,Air Pocket Defect,2023-05-22T04:18:28,Maintenance,Maintenance management,Production Interruption
158127-BREADBLAST07,158127-BREADBLAST07,Equipment Servicing,2023-05-22T17:03:52,Maintenance,Maintenance management,Scheduled Service
158078-BREADBLAST07,158078-BREADBLAST07,Air Pocket Defect,2023-05-22T06:37:04,Maintenance,Maintenance management,Production Interruption
158124-BREADBLAST07,158124-BREADBLAST07,Sieve Change,2023-05-22T14:48:09,Maintenance,Maintenance management,Production Interruption
158104-BREADBLAST06,158104-BREADBLAST06,Product/Size/Shape,2023-05-22T12:32:30,Maintenance,Maintenance management,Recipe Transition
158130-BREADBLAST07,158130-BREADBLAST07,Air Pocket Defect,2023-05-22T17:44:12,Maintenance,Maintenance management,Production Interruption
158133-BREADBLAST07,158133-BREADBLAST07,Air Pocket Defect,2023-05-22T18:29:51,Maintenance,Maintenance management,Production Interruption
158155-BREADBLAST07,158155-BREADBLAST07,Air Pocket Defect,2023-05-22T21:42:29,Maintenance,Maintenance management,Production Interruption
158172-BREADBLAST04,158172-BREADBLAST04,Proofer Beam,2023-05-23T00:00:00,Maintenance,Maintenance management,Machine Malfunction
158161-BREADBLAST07,158161-BREADBLAST07,Air Pocket Defect,2023-05-22T23:16:18,Maintenance,Maintenance management,Production Interruption
158203-BREADBLAST07,158203-BREADBLAST07,Air Pocket Defect,2023-05-23T03:50:02,Maintenance,Maintenance management,Production Interruption
158210-BREADBLAST07,158210-BREADBLAST07,Air Pocket Defect,2023-05-23T04:47:15,Maintenance,Maintenance management,Production Interruption
158224-BREADBLAST06,158224-BREADBLAST06,Oven Ventilation Check,2023-05-23T07:10:16,Maintenance,Maintenance management,Production Interruption
158232-BREADBLAST06,158232-BREADBLAST06,Oven Ventilation Check,2023-05-23T08:30:31,Maintenance,Maintenance management,Production Interruption
158240-BREADBLAST06,158240-BREADBLAST06,Air Pocket Defect,2023-05-23T09:43:39,Maintenance,Maintenance management,Production Interruption
158287-BREADBLAST04,158287-BREADBLAST04,Proofer Beam,2023-05-22T12:00:00,Maintenance,Maintenance management,Machine Malfunction
158288-BREADBLAST04,158288-BREADBLAST04,Proofer Beam,2023-05-22T12:00:00,Maintenance,Maintenance management,Machine Malfunction
158289-BREADBLAST04,158289-BREADBLAST04,Proofer Beam,2023-05-22T12:00:00,Maintenance,Maintenance management,Machine Malfunction
165153-BREADBLAST06,165153-BREADBLAST06,Product/Size/Shape,2023-07-12T14:37:24,Maintenance,Maintenance management,Recipe Transition
165155-BREADBLAST06,165155-BREADBLAST06,Product/Size/Shape,2023-07-12T14:56:41,Maintenance,Maintenance management,Recipe Transition
165156-BREADBLAST06,165156-BREADBLAST06,Product/Size/Shape,2023-07-12T15:13:21,Maintenance,Maintenance management,Recipe Transition
165168-BREADBLAST05,165168-BREADBLAST05,Proofer Beam,2023-07-12T16:57:38,Maintenance,Maintenance management,Machine Malfunction
165182-BREADBLAST04,165182-BREADBLAST04,Air Pocket Defect,2023-07-12T19:46:16,Maintenance,Maintenance management,Production Interruption
165185-BREADBLAST04,165185-BREADBLAST04,Air Pocket Defect,2023-07-12T20:07:47,Maintenance,Maintenance management,Production Interruption
165166-BREADBLAST05,165166-BREADBLAST05,Air Pocket Defect,2023-07-12T16:34:32,Maintenance,Maintenance management,Production Interruption
165191-BREADBLAST05,165191-BREADBLAST05,Air Pocket Defect,2023-07-12T20:34:49,Maintenance,Maintenance management,Production Interruption
165193-BREADBLAST05,165193-BREADBLAST05,Air Pocket Defect,2023-07-12T20:54:41,Maintenance,Maintenance management,Production Interruption
165174-BREADBLAST05,165174-BREADBLAST05,Proofer Beam,2023-07-12T18:28:57,Maintenance,Maintenance management,Machine Malfunction
165203-BREADBLAST04,165203-BREADBLAST04,Air Pocket Defect,2023-07-12T22:58:34,Maintenance,Maintenance management,Production Interruption
165212-BREADBLAST06,165212-BREADBLAST06,Oven Ventilation Check,2023-07-13T00:00:34,Maintenance,Maintenance management,Production Interruption
165187-BREADBLAST04,165187-BREADBLAST04,Air Pocket Defect,2023-07-12T20:13:26,Maintenance,Maintenance management,Production Interruption
165200-BREADBLAST06,165200-BREADBLAST06,Oven Ventilation Check,2023-07-12T22:47:02,Maintenance,Maintenance management,Production Interruption
165220-BREADBLAST06,165220-BREADBLAST06,Oven Ventilation Check,2023-07-13T00:23:08,Maintenance,Maintenance management,Production Interruption
165225-BREADBLAST06,165225-BREADBLAST06,Air Pocket Defect,2023-07-13T00:44:17,Maintenance,Maintenance management,Production Interruption
165228-BREADBLAST06,165228-BREADBLAST06,Air Pocket Defect,2023-07-13T01:07:19,Maintenance,Maintenance management,Production Interruption
165230-BREADBLAST06,165230-BREADBLAST06,Air Pocket Defect,2023-07-13T01:28:43,Maintenance,Maintenance management,Production Interruption
165241-BREADBLAST05,165241-BREADBLAST05,Air Pocket Defect,2023-07-13T03:14:23,Maintenance,Maintenance management,Production Interruption
157605-BREADBLAST07,157605-BREADBLAST07,Staff Training,2023-05-18T23:28:15,Maintenance,Maintenance management,Ready / Close Operations
157607-BREADBLAST07,157607-BREADBLAST07,Staff Training,2023-05-18T23:31:42,Maintenance,Maintenance management,Ready / Close Operations
157635-BREADBLAST04,157635-BREADBLAST04,Proofer Beam,2023-05-19T00:00:00,Maintenance,Maintenance management,Machine Malfunction
157649-BREADBLAST07,157649-BREADBLAST07,Staff Training,2023-05-19T04:09:11,Maintenance,Maintenance management,Ready / Close Operations
157652-BREADBLAST06,157652-BREADBLAST06,Oven Ventilation Check,2023-05-19T04:31:40,Maintenance,Maintenance management,Production Interruption
157656-BREADBLAST07,157656-BREADBLAST07,Air Pocket Defect,2023-05-19T04:54:03,Maintenance,Maintenance management,Production Interruption
157682-BREADBLAST07,157682-BREADBLAST07,Air Pocket Defect,2023-05-19T09:06:00,Maintenance,Maintenance management,Production Interruption
157699-BREADBLAST06,157699-BREADBLAST06,Oven Ventilation Check,2023-05-19T11:43:45,Maintenance,Maintenance management,Production Interruption
157700-BREADBLAST06,157700-BREADBLAST06,Oven Ventilation Check,2023-05-19T11:43:45,Maintenance,Maintenance management,Production Interruption
157703-BREADBLAST07,157703-BREADBLAST07,Oven Ventilation Check,2023-05-19T10:45:45,Maintenance,Maintenance management,Production Interruption
157704-BREADBLAST07,157704-BREADBLAST07,Oven Ventilation Check,2023-05-19T10:45:45,Maintenance,Maintenance management,Production Interruption
157713-BREADBLAST07,157713-BREADBLAST07,Oven Ventilation Check,2023-05-19T13:24:20,Maintenance,Maintenance management,Production Interruption
157717-BREADBLAST07,157717-BREADBLAST07,Oven Ventilation Check,2023-05-19T13:36:07,Maintenance,Maintenance management,Production Interruption
163550-BREADBLAST05,163550-BREADBLAST05,Air Pocket Defect,2023-06-29T23:19:37,Maintenance,Maintenance management,Production Interruption
163528-BREADBLAST07,163528-BREADBLAST07,Air Pocket Defect,2023-06-29T06:12:30,Maintenance,Maintenance management,Production Interruption
163529-BREADBLAST07,163529-BREADBLAST07,Air Pocket Defect,2023-06-29T06:12:30,Maintenance,Maintenance management,Production Interruption
163532-BREADBLAST07,163532-BREADBLAST07,Air Pocket Defect,2023-06-29T19:37:40,Maintenance,Maintenance management,Production Interruption
163582-BREADBLAST05,163582-BREADBLAST05,Machine Adjustment / Repair,2023-06-30T02:10:19,Maintenance,Maintenance management,Production Interruption
163565-BREADBLAST05,163565-BREADBLAST05,Emergency Stop,2023-06-29T23:32:41,Maintenance,Maintenance management,Production Interruption
163566-BREADBLAST05,163566-BREADBLAST05,Emergency Stop,2023-06-29T23:32:41,Maintenance,Maintenance management,Production Interruption
163577-BREADBLAST05,163577-BREADBLAST05,Emergency Stop,2023-06-30T01:13:18,Maintenance,Maintenance management,Production Interruption
163578-BREADBLAST06,163578-BREADBLAST06,Oven Ventilation Check,2023-06-30T02:11:19,Maintenance,Maintenance management,Production Interruption
163567-BREADBLAST05,163567-BREADBLAST05,Air Pocket Defect,2023-06-30T00:59:13,Maintenance,Maintenance management,Production Interruption
163579-BREADBLAST06,163579-BREADBLAST06,Oven Ventilation Check,2023-06-30T02:14:25,Maintenance,Maintenance management,Production Interruption
163593-BREADBLAST05,163593-BREADBLAST05,Air Pocket Defect,2023-06-30T03:39:50,Maintenance,Maintenance management,Production Interruption
163597-BREADBLAST06,163597-BREADBLAST06,Recipe Completion,2023-06-30T01:59:17,Maintenance,Maintenance management,Production Interruption
163612-BREADBLAST06,163612-BREADBLAST06,Oven Ventilation Check,2023-06-30T07:04:23,Maintenance,Maintenance management,Production Interruption
163595-BREADBLAST05,163595-BREADBLAST05,Air Pocket Defect,2023-06-30T04:05:31,Maintenance,Maintenance management,Production Interruption
163606-BREADBLAST05,163606-BREADBLAST05,Air Pocket Defect,2023-06-30T05:42:57,Maintenance,Maintenance management,Production Interruption
163607-BREADBLAST05,163607-BREADBLAST05,Air Pocket Defect,2023-06-30T05:45:39,Maintenance,Maintenance management,Production Interruption
163598-BREADBLAST05,163598-BREADBLAST05,Air Pocket Defect,2023-06-30T04:11:51,Maintenance,Maintenance management,Production Interruption
163631-BREADBLAST07,163631-BREADBLAST07,Air Pocket Defect,2023-06-30T00:00:00,Maintenance,Maintenance management,Production Interruption
159082-BREADBLAST07,159082-BREADBLAST07,Air Pocket Defect,2023-05-28T18:49:17,Maintenance,Maintenance management,Production Interruption
159101-BREADBLAST04,159101-BREADBLAST04,Air Pocket Defect,2023-05-28T22:03:24,Maintenance,Maintenance management,Production Interruption
159103-BREADBLAST04,159103-BREADBLAST04,Air Pocket Defect,2023-05-28T22:22:26,Maintenance,Maintenance management,Production Interruption
159133-BREADBLAST04,159133-BREADBLAST04,Air Pocket Defect,2023-05-29T02:38:03,Maintenance,Maintenance management,Production Interruption
159136-BREADBLAST04,159136-BREADBLAST04,Air Pocket Defect,2023-05-29T02:59:15,Maintenance,Maintenance management,Production Interruption
159099-BREADBLAST06,159099-BREADBLAST06,Product/Size/Shape,2023-05-28T22:06:02,Maintenance,Maintenance management,Recipe Transition
159141-BREADBLAST07,159141-BREADBLAST07,Oven Ventilation Check,2023-05-29T04:23:12,Maintenance,Maintenance management,Production Interruption
159105-BREADBLAST07,159105-BREADBLAST07,Air Pocket Defect,2023-05-28T23:33:13,Maintenance,Maintenance management,Production Interruption
159150-BREADBLAST06,159150-BREADBLAST06,Air Pocket Defect,2023-05-29T05:33:01,Maintenance,Maintenance management,Production Interruption
159151-BREADBLAST06,159151-BREADBLAST06,Air Pocket Defect,2023-05-29T05:39:07,Maintenance,Maintenance management,Production Interruption
159171-BREADBLAST07,159171-BREADBLAST07,Oven Ventilation Check,2023-05-29T09:19:22,Maintenance,Maintenance management,Production Interruption
160520-BREADBLAST07,160520-BREADBLAST07,Air Pocket Defect,2023-06-08T03:23:53,Maintenance,Maintenance management,Production Interruption
160531-BREADBLAST06,160531-BREADBLAST06,Oven Ventilation Check,2023-06-08T05:23:04,Maintenance,Maintenance management,Production Interruption
160615-BREADBLAST05,160615-BREADBLAST05,Mixer Motor Failure,2023-06-08T17:48:21,Maintenance,Maintenance management,Machine Malfunction
160620-BREADBLAST07,160620-BREADBLAST07,Air Pocket Defect,2023-06-08T20:18:18,Maintenance,Maintenance management,Production Interruption
160548-BREADBLAST07,160548-BREADBLAST07,Dough Roll Change,2023-06-08T08:13:58,Maintenance,Maintenance management,Batch Change
160622-BREADBLAST07,160622-BREADBLAST07,Air Pocket Defect,2023-06-08T21:42:27,Maintenance,Maintenance management,Production Interruption
160624-BREADBLAST05,160624-BREADBLAST05,Mixer Motor Failure,2023-06-08T22:06:57,Maintenance,Maintenance management,Machine Malfunction
160628-BREADBLAST05,160628-BREADBLAST05,Mixer Motor Failure,2023-06-08T22:28:54,Maintenance,Maintenance management,Machine Malfunction
160631-BREADBLAST05,160631-BREADBLAST05,Equipment Servicing,2023-06-08T22:49:20,Maintenance,Maintenance management,Scheduled Service
160623-BREADBLAST05,160623-BREADBLAST05,Driven Dough Roller,2023-06-08T21:14:03,Maintenance,Maintenance management,Machine Malfunction
160641-BREADBLAST07,160641-BREADBLAST07,Air Pocket Defect,2023-06-08T23:32:32,Maintenance,Maintenance management,Production Interruption
160642-BREADBLAST07,160642-BREADBLAST07,Air Pocket Defect,2023-06-08T23:32:32,Maintenance,Maintenance management,Production Interruption
160603-BREADBLAST06,160603-BREADBLAST06,Oven Ventilation Check,2023-06-08T18:02:16,Maintenance,Maintenance management,Production Interruption
160605-BREADBLAST07,160605-BREADBLAST07,Product/Size/Shape,2023-06-08T18:43:35,Maintenance,Maintenance management,Recipe Transition
160627-BREADBLAST04,160627-BREADBLAST04,Oven Ventilation Check,2023-06-08T22:16:54,Maintenance,Maintenance management,Production Interruption
160645-BREADBLAST07,160645-BREADBLAST07,Air Pocket Defect,2023-06-09T00:56:58,Maintenance,Maintenance management,Production Interruption
160634-BREADBLAST05,160634-BREADBLAST05,Mixer Motor Failure,2023-06-08T23:10:42,Maintenance,Maintenance management,Machine Malfunction
160637-BREADBLAST05,160637-BREADBLAST05,Thickness Inconsistency,2023-06-08T23:36:47,Maintenance,Maintenance management,Production Interruption
163020-BREADBLAST06,163020-BREADBLAST06,Thickness Inconsistency,2023-06-26T04:39:51,Maintenance,Maintenance management,Production Interruption
163085-BREADBLAST06,163085-BREADBLAST06,Oven Ventilation Check,2023-06-26T14:26:46,Maintenance,Maintenance management,Production Interruption
159352-BREADBLAST07,159352-BREADBLAST07,Product/Size/Shape,2023-05-30T13:01:14,Maintenance,Maintenance management,Recipe Transition
159357-BREADBLAST06,159357-BREADBLAST06,Oven Ventilation Check,2023-05-30T16:39:33,Maintenance,Maintenance management,Production Interruption
159361-BREADBLAST04,159361-BREADBLAST04,Air Pocket Defect,2023-05-30T17:29:17,Maintenance,Maintenance management,Production Interruption
159318-BREADBLAST06,159318-BREADBLAST06,Shift Start,2023-05-30T11:41:14,Maintenance,Maintenance management,Ready / Close Operations
159319-BREADBLAST06,159319-BREADBLAST06,Shift Start,2023-05-30T11:41:14,Maintenance,Maintenance management,Ready / Close Operations
159334-BREADBLAST06,159334-BREADBLAST06,Air Pocket Defect,2023-05-30T12:51:51,Maintenance,Maintenance management,Production Interruption
159347-BREADBLAST06,159347-BREADBLAST06,Air Pocket Defect,2023-05-30T15:33:50,Maintenance,Maintenance management,Production Interruption
159324-BREADBLAST04,159324-BREADBLAST04,Air Pocket Defect,2023-05-30T12:03:04,Maintenance,Maintenance management,Production Interruption
159371-BREADBLAST07,159371-BREADBLAST07,Product/Size/Shape,2023-05-30T18:21:55,Maintenance,Maintenance management,Recipe Transition
159383-BREADBLAST07,159383-BREADBLAST07,Product/Size/Shape,2023-05-30T21:04:48,Maintenance,Maintenance management,Recipe Transition
159348-BREADBLAST06,159348-BREADBLAST06,Air Pocket Defect,2023-05-30T15:37:11,Maintenance,Maintenance management,Production Interruption
159376-BREADBLAST04,159376-BREADBLAST04,Air Pocket Defect,2023-05-30T19:57:22,Maintenance,Maintenance management,Production Interruption
159380-BREADBLAST04,159380-BREADBLAST04,Air Pocket Defect,2023-05-30T20:19:52,Maintenance,Maintenance management,Production Interruption
159393-BREADBLAST06,159393-BREADBLAST06,Equipment Servicing,2023-05-30T23:05:06,Maintenance,Maintenance management,Scheduled Service
159432-BREADBLAST07,159432-BREADBLAST07,Product/Size/Shape,2023-05-31T06:38:25,Maintenance,Maintenance management,Recipe Transition
159359-BREADBLAST06,159359-BREADBLAST06,Oven Ventilation Check,2023-05-30T17:11:57,Maintenance,Maintenance management,Production Interruption
159365-BREADBLAST06,159365-BREADBLAST06,Air Pocket Defect,2023-05-30T17:59:39,Maintenance,Maintenance management,Production Interruption
159375-BREADBLAST04,159375-BREADBLAST04,Air Pocket Defect,2023-05-30T19:34:53,Maintenance,Maintenance management,Production Interruption
159382-BREADBLAST04,159382-BREADBLAST04,Air Pocket Defect,2023-05-30T20:48:18,Maintenance,Maintenance management,Production Interruption
159378-BREADBLAST06,159378-BREADBLAST06,Sieve Change,2023-05-30T18:23:24,Maintenance,Maintenance management,Production Interruption
157706-BREADBLAST07,157706-BREADBLAST07,Oven Ventilation Check,2023-05-19T12:35:25,Maintenance,Maintenance management,Production Interruption
157710-BREADBLAST07,157710-BREADBLAST07,Oven Ventilation Check,2023-05-19T13:04:32,Maintenance,Maintenance management,Production Interruption
157718-BREADBLAST07,157718-BREADBLAST07,Oven Ventilation Check,2023-05-19T13:48:19,Maintenance,Maintenance management,Production Interruption
157723-BREADBLAST07,157723-BREADBLAST07,Oven Ventilation Check,2023-05-19T14:15:57,Maintenance,Maintenance management,Production Interruption
157722-BREADBLAST07,157722-BREADBLAST07,Oven Ventilation Check,2023-05-19T14:11:44,Maintenance,Maintenance management,Production Interruption
157753-BREADBLAST07,157753-BREADBLAST07,Air Pocket Defect,2023-05-19T19:17:52,Maintenance,Maintenance management,Production Interruption
157743-BREADBLAST07,157743-BREADBLAST07,Oven Ventilation Check,2023-05-19T16:52:23,Maintenance,Maintenance management,Production Interruption
157747-BREADBLAST07,157747-BREADBLAST07,Air Pocket Defect,2023-05-19T17:03:00,Maintenance,Maintenance management,Production Interruption
157737-BREADBLAST07,157737-BREADBLAST07,Oven Ventilation Check,2023-05-19T16:17:48,Maintenance,Maintenance management,Production Interruption
157757-BREADBLAST05,157757-BREADBLAST05,Air Pocket Defect,2023-05-19T19:34:06,Maintenance,Maintenance management,Production Interruption
157759-BREADBLAST07,157759-BREADBLAST07,Air Pocket Defect,2023-05-19T20:00:24,Maintenance,Maintenance management,Production Interruption
157775-BREADBLAST07,157775-BREADBLAST07,Air Pocket Defect,2023-05-19T22:50:22,Maintenance,Maintenance management,Production Interruption
157789-BREADBLAST07,157789-BREADBLAST07,Dough Roll Change,2023-05-20T01:13:38,Maintenance,Maintenance management,Batch Change
157792-BREADBLAST06,157792-BREADBLAST06,Oven Ventilation Check,2023-05-20T01:46:50,Maintenance,Maintenance management,Production Interruption
163107-BREADBLAST04,163107-BREADBLAST04,Ingredient Waste,2023-06-26T17:33:04,Maintenance,Maintenance management,Production Interruption
163093-BREADBLAST04,163093-BREADBLAST04,Air Pocket Defect,2023-06-26T15:54:19,Maintenance,Maintenance management,Production Interruption
163116-BREADBLAST05,163116-BREADBLAST05,Oven Ventilation Check,2023-06-26T19:11:01,Maintenance,Maintenance management,Production Interruption
163183-BREADBLAST06,163183-BREADBLAST06,Air Pocket Defect,2023-06-27T09:48:56,Maintenance,Maintenance management,Production Interruption
163150-BREADBLAST04,163150-BREADBLAST04,Ingredient Waste,2023-06-27T00:19:45,Maintenance,Maintenance management,Production Interruption
163171-BREADBLAST05,163171-BREADBLAST05,Oven Ventilation Check,2023-06-27T06:16:02,Maintenance,Maintenance management,Production Interruption
160784-BREADBLAST07,160784-BREADBLAST07,Product/Size/Shape,2023-06-10T01:07:49,Maintenance,Maintenance management,Recipe Transition
160794-BREADBLAST05,160794-BREADBLAST05,Oven Ventilation Check,2023-06-10T03:35:54,Maintenance,Maintenance management,Production Interruption
160818-BREADBLAST07,160818-BREADBLAST07,Product/Size/Shape,2023-06-10T06:22:01,Maintenance,Maintenance management,Recipe Transition
160840-BREADBLAST05,160840-BREADBLAST05,Air Pocket Defect,2023-06-10T09:39:56,Maintenance,Maintenance management,Production Interruption
160844-BREADBLAST05,160844-BREADBLAST05,Air Pocket Defect,2023-06-10T10:29:13,Maintenance,Maintenance management,Production Interruption
160854-BREADBLAST07,160854-BREADBLAST07,Oven Ventilation Check,2023-06-10T11:24:41,Maintenance,Maintenance management,Production Interruption
160892-BREADBLAST04,160892-BREADBLAST04,Air Pocket Defect,2023-06-10T17:11:47,Maintenance,Maintenance management,Production Interruption
160894-BREADBLAST04,160894-BREADBLAST04,Air Pocket Defect,2023-06-10T17:35:37,Maintenance,Maintenance management,Production Interruption
